aircraft,airline_name,cabin_staff_service,country,date,food_&_beverages,ground_service,inflight_entertainment,rating,recommended,seat_comfort,seat_type,type_of_traveller,value_for_money,verified_trip,wifi_&_connectivity
Boeing 747 and A320,British Airways,3.0,United Kingdom,2015-07-29,3.0,4.0,4.0,7.0,True,4.0,Economy Class,Family Leisure,4.0,False,1.0
Not informed,British Airways,1.0,United Kingdom,2015-07-29,2.0,2.0,-1.0,4.0,False,2.0,Premium Economy,Family Leisure,3.0,False,-1.0
Boeing 747-400,British Airways,1.0,United Kingdom,2015-07-31,2.0,5.0,2.0,2.0,False,2.0,Business Class,Business,1.0,False,-1.0
A319 / A320,British Airways,2.0,United Kingdom,2015-07-31,2.0,3.0,-1.0,4.0,False,4.0,Economy Class,Business,2.0,False,-1.0
Boeing 777-300,British Airways,4.0,United Kingdom,2015-08-01,4.0,2.0,3.0,3.0,False,1.0,Economy Class,Couple Leisure,1.0,False,1.0
Not informed,British Airways,1.0,United Kingdom,2015-08-01,1.0,4.0,1.0,3.0,False,3.0,Economy Class,Business,2.0,False,-1.0
Not informed,British Airways,5.0,United Kingdom,2015-08-01,4.0,5.0,4.0,7.0,False,2.0,Premium Economy,Couple Leisure,3.0,False,4.0
Not informed,British Airways,5.0,United Kingdom,2015-08-02,3.0,4.0,3.0,4.0,False,3.0,Premium Economy,Family Leisure,1.0,False,3.0
Boeing 777,British Airways,1.0,United Kingdom,2015-08-03,1.0,2.0,3.0,3.0,False,2.0,Business Class,Business,2.0,False,-1.0
A319,British Airways,3.0,United Kingdom,2015-08-03,2.0,3.0,1.0,1.0,False,1.0,Business Class,Solo Leisure,1.0,False,-1.0
Boeing 777,British Airways,2.0,United Kingdom,2015-08-04,1.0,2.0,1.0,3.0,False,1.0,Economy Class,Family Leisure,1.0,False,-1.0
Boeing 777,British Airways,4.0,United Kingdom,2015-08-04,-1.0,1.0,-1.0,1.0,False,2.0,First Class,Business,1.0,False,-1.0
Boeing 747 400,British Airways,4.0,United Kingdom,2015-08-04,3.0,3.0,2.0,8.0,True,2.0,Economy Class,Couple Leisure,3.0,False,-1.0
Boeing 747 400,British Airways,3.0,United Kingdom,2015-08-04,2.0,3.0,3.0,6.0,True,2.0,Economy Class,Couple Leisure,3.0,False,-1.0
Boeing 747-400,British Airways,2.0,United Kingdom,2015-08-04,2.0,2.0,1.0,2.0,False,1.0,Economy Class,Business,1.0,False,-1.0
Boeing 777,British Airways,1.0,United Kingdom,2015-08-06,1.0,1.0,2.0,1.0,False,1.0,Economy Class,Couple Leisure,1.0,False,-1.0
Not informed,British Airways,2.0,United Kingdom,2015-08-06,-1.0,3.0,-1.0,1.0,False,3.0,Economy Class,Solo Leisure,3.0,False,-1.0
A319,British Airways,5.0,United Kingdom,2015-08-06,4.0,4.0,3.0,8.0,True,4.0,Economy Class,Solo Leisure,4.0,False,-1.0
Not informed,British Airways,1.0,United Kingdom,2015-08-06,1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Solo Leisure,2.0,False,-1.0
Boeing 767,British Airways,4.0,United Kingdom,2015-08-06,4.0,4.0,2.0,7.0,True,4.0,Economy Class,Solo Leisure,3.0,False,-1.0
Boeing 747-400,British Airways,2.0,United Kingdom,2015-08-07,2.0,2.0,3.0,3.0,False,2.0,Business Class,Business,1.0,False,-1.0
Not informed,British Airways,2.0,United Kingdom,2015-08-08,4.0,2.0,4.0,1.0,False,3.0,Economy Class,Family Leisure,3.0,False,2.0
Boeing 747-400 / A321,British Airways,3.0,United Kingdom,2015-08-08,5.0,3.0,3.0,9.0,True,4.0,Economy Class,Solo Leisure,5.0,False,-1.0
A319/A321,British Airways,3.0,United Kingdom,2015-08-08,2.0,2.0,2.0,7.0,True,4.0,Economy Class,Solo Leisure,5.0,False,-1.0
Boeing 767,British Airways,5.0,United Kingdom,2015-08-09,5.0,5.0,4.0,9.0,True,4.0,Business Class,Couple Leisure,5.0,False,-1.0
A319,British Airways,5.0,United Kingdom,2015-08-09,4.0,5.0,-1.0,9.0,True,4.0,Economy Class,Solo Leisure,5.0,False,-1.0
Boeing 777,British Airways,1.0,United Kingdom,2015-08-09,-1.0,1.0,-1.0,1.0,False,1.0,First Class,Solo Leisure,1.0,False,-1.0
Boeing 777,British Airways,4.0,United Kingdom,2015-08-09,2.0,3.0,3.0,4.0,False,1.0,Business Class,Solo Leisure,2.0,False,-1.0
Not informed,British Airways,5.0,United Kingdom,2015-08-09,2.0,4.0,5.0,7.0,True,5.0,Business Class,Business,4.0,False,-1.0
Not informed,British Airways,1.0,United Kingdom,2015-08-10,2.0,1.0,1.0,3.0,False,1.0,Economy Class,Family Leisure,1.0,False,-1.0
Boeing 747-400,British Airways,5.0,United Kingdom,2015-08-11,5.0,5.0,5.0,8.0,True,5.0,Economy Class,Family Leisure,4.0,False,-1.0
Boeing 747,British Airways,5.0,United Kingdom,2015-08-11,5.0,5.0,5.0,10.0,True,5.0,Business Class,Family Leisure,5.0,False,-1.0
Not informed,British Airways,5.0,United Kingdom,2015-08-11,4.0,5.0,1.0,9.0,True,5.0,Economy Class,Couple Leisure,4.0,False,1.0
Boeing 767,British Airways,3.0,United Kingdom,2015-08-11,2.0,3.0,3.0,1.0,False,1.0,Business Class,Couple Leisure,1.0,False,-1.0
Boeing 777,British Airways,5.0,United Kingdom,2015-08-11,3.0,3.0,3.0,7.0,True,3.0,Business Class,Couple Leisure,3.0,False,-1.0
Boeing 747,British Airways,3.0,United Kingdom,2015-08-12,3.0,1.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1.0,False,-1.0
Not informed,British Airways,1.0,United Kingdom,2015-08-13,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Family Leisure,1.0,False,-1.0
Boeing 777,British Airways,3.0,United Kingdom,2015-08-14,1.0,1.0,2.0,2.0,False,2.0,First Class,Couple Leisure,1.0,False,-1.0
Boeing 747-300,British Airways,3.0,United Kingdom,2015-08-14,2.0,1.0,-1.0,1.0,False,2.0,Economy Class,Couple Leisure,1.0,False,-1.0
Not informed,British Airways,3.0,United Kingdom,2015-08-15,3.0,1.0,3.0,4.0,False,3.0,Economy Class,Business,2.0,False,3.0
Boeing 777 / A320,British Airways,5.0,United Kingdom,2015-08-15,5.0,5.0,5.0,9.0,True,4.0,Business Class,Couple Leisure,5.0,False,5.0
A320,British Airways,5.0,United Kingdom,2015-08-17,5.0,5.0,-1.0,10.0,True,5.0,Business Class,Family Leisure,5.0,False,-1.0
Not informed,British Airways,3.0,United Kingdom,2015-08-17,4.0,1.0,-1.0,4.0,False,4.0,Economy Class,Couple Leisure,3.0,False,-1.0
A320,British Airways,5.0,United Kingdom,2015-08-17,5.0,4.0,-1.0,10.0,True,4.0,Economy Class,Family Leisure,5.0,False,-1.0
A380,British Airways,1.0,United Kingdom,2015-08-17,1.0,3.0,4.0,3.0,False,2.0,Economy Class,Family Leisure,1.0,False,-1.0
A380,British Airways,1.0,United Kingdom,2015-08-18,-1.0,1.0,-1.0,1.0,False,1.0,Business Class,Business,1.0,False,-1.0
Not informed,British Airways,5.0,United Kingdom,2015-08-18,5.0,5.0,-1.0,9.0,True,5.0,Business Class,Family Leisure,5.0,False,-1.0
Not informed,British Airways,1.0,United Kingdom,2015-08-18,2.0,1.0,3.0,3.0,False,4.0,Business Class,Family Leisure,1.0,False,-1.0
Not informed,British Airways,1.0,United Kingdom,2015-08-18,2.0,1.0,3.0,3.0,False,4.0,Business Class,Family Leisure,1.0,False,-1.0
A319,British Airways,4.0,United Kingdom,2015-08-18,3.0,4.0,-1.0,8.0,True,4.0,Economy Class,Couple Leisure,4.0,False,-1.0
Not informed,British Airways,5.0,United Kingdom,2015-08-20,4.0,5.0,4.0,10.0,True,5.0,Economy Class,Family Leisure,5.0,False,-1.0
A319,British Airways,5.0,United Kingdom,2015-08-20,5.0,3.0,-1.0,8.0,True,4.0,Business Class,Solo Leisure,4.0,False,-1.0
Not informed,British Airways,2.0,United Kingdom,2015-08-20,2.0,3.0,2.0,2.0,False,1.0,Economy Class,Couple Leisure,1.0,False,-1.0
Boeing 747-400,British Airways,4.0,United Kingdom,2015-08-20,4.0,5.0,4.0,8.0,True,3.0,Economy Class,Family Leisure,4.0,False,-1.0
Boeing 777-236,British Airways,4.0,United Kingdom,2015-08-20,2.0,1.0,3.0,6.0,True,4.0,Business Class,Business,3.0,False,-1.0
A380,British Airways,5.0,United Kingdom,2015-08-20,4.0,3.0,4.0,8.0,True,4.0,First Class,Business,5.0,False,-1.0
A320,British Airways,1.0,United Kingdom,2015-08-22,2.0,1.0,-1.0,2.0,False,3.0,Economy Class,Solo Leisure,2.0,False,-1.0
A319,British Airways,5.0,United Kingdom,2015-08-23,5.0,5.0,-1.0,10.0,True,5.0,Economy Class,Couple Leisure,5.0,False,-1.0
Not informed,British Airways,2.0,United Kingdom,2015-08-25,2.0,1.0,1.0,1.0,False,2.0,Economy Class,Couple Leisure,1.0,False,1.0
A319,British Airways,4.0,United Kingdom,2015-08-25,2.0,4.0,-1.0,3.0,False,1.0,Economy Class,Couple Leisure,2.0,False,-1.0
Boeing 737-400,British Airways,2.0,United Kingdom,2015-08-26,1.0,3.0,-1.0,1.0,False,1.0,Economy Class,Couple Leisure,1.0,False,-1.0
A319/A320,British Airways,3.0,United Kingdom,2015-08-26,3.0,5.0,-1.0,8.0,True,4.0,Economy Class,Solo Leisure,5.0,False,-1.0
A321,British Airways,3.0,United Kingdom,2015-08-26,3.0,3.0,-1.0,7.0,False,4.0,Business Class,Couple Leisure,4.0,False,-1.0
Not informed,British Airways,1.0,United Kingdom,2015-08-26,3.0,5.0,1.0,1.0,False,3.0,Economy Class,Family Leisure,3.0,False,-1.0
Not informed,British Airways,4.0,United Kingdom,2015-08-27,3.0,4.0,3.0,6.0,True,3.0,Business Class,Solo Leisure,2.0,False,1.0
Boeing 777-300,British Airways,2.0,United Kingdom,2015-08-27,2.0,2.0,1.0,4.0,False,3.0,Business Class,Couple Leisure,3.0,False,-1.0
A319,British Airways,2.0,United Kingdom,2015-08-27,2.0,1.0,-1.0,1.0,False,2.0,Economy Class,Business,1.0,False,1.0
Boeing 767,British Airways,5.0,United Kingdom,2015-08-27,4.0,4.0,-1.0,8.0,True,3.0,Business Class,Business,4.0,False,-1.0
Boeing 747,British Airways,4.0,United Kingdom,2015-08-28,1.0,1.0,1.0,3.0,False,1.0,Economy Class,Family Leisure,1.0,False,-1.0
Boeing 747-400,British Airways,2.0,United Kingdom,2015-08-28,1.0,3.0,1.0,3.0,False,1.0,Economy Class,Business,1.0,False,-1.0
A319,British Airways,4.0,United Kingdom,2015-08-29,3.0,3.0,-1.0,5.0,False,2.0,Economy Class,Business,3.0,False,3.0
Not informed,British Airways,5.0,United Kingdom,2015-08-29,4.0,1.0,1.0,3.0,False,4.0,Economy Class,Family Leisure,2.0,False,1.0
A320,British Airways,2.0,United Kingdom,2015-08-29,3.0,5.0,-1.0,8.0,True,4.0,Economy Class,Family Leisure,5.0,False,-1.0
A320,British Airways,1.0,United Kingdom,2015-08-29,2.0,1.0,-1.0,3.0,False,2.0,Economy Class,Solo Leisure,3.0,False,-1.0
Boeing 777,British Airways,2.0,United Kingdom,2015-08-30,2.0,3.0,2.0,5.0,False,3.0,Business Class,Couple Leisure,2.0,False,2.0
A320,British Airways,5.0,United Kingdom,2015-08-31,5.0,5.0,4.0,10.0,True,5.0,Economy Class,Solo Leisure,5.0,False,-1.0
Not informed,British Airways,5.0,United Kingdom,2015-08-31,5.0,4.0,-1.0,10.0,True,5.0,Economy Class,Family Leisure,5.0,False,-1.0
Boeing 767,British Airways,5.0,United Kingdom,2015-09-01,2.0,4.0,2.0,7.0,True,5.0,Economy Class,Couple Leisure,4.0,False,-1.0
Boeing 747-400,British Airways,2.0,United Kingdom,2015-09-01,-1.0,3.0,1.0,2.0,False,1.0,Economy Class,Family Leisure,2.0,False,1.0
Boeing 747-400,British Airways,1.0,United Kingdom,2015-09-01,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1.0,False,-1.0
A380,British Airways,1.0,United Kingdom,2015-09-02,-1.0,2.0,2.0,3.0,False,3.0,Business Class,Couple Leisure,2.0,False,-1.0
A321,British Airways,4.0,United Kingdom,2015-09-02,3.0,3.0,1.0,6.0,True,2.0,Business Class,Business,3.0,False,1.0
Boeing 747-400,British Airways,5.0,United Kingdom,2015-09-02,4.0,2.0,3.0,5.0,False,1.0,First Class,Business,2.0,False,2.0
A320,British Airways,4.0,United Kingdom,2015-09-03,3.0,3.0,-1.0,7.0,True,3.0,Business Class,Couple Leisure,3.0,False,-1.0
A380,British Airways,4.0,United Kingdom,2015-09-04,5.0,4.0,3.0,9.0,True,5.0,Business Class,Couple Leisure,3.0,False,5.0
Boeing 777-200,British Airways,4.0,United Kingdom,2015-09-04,4.0,4.0,4.0,6.0,False,3.0,Business Class,Couple Leisure,2.0,False,-1.0
Boeing 747-400,British Airways,3.0,United Kingdom,2015-09-04,2.0,3.0,2.0,3.0,False,2.0,Business Class,Business,2.0,False,-1.0
Not informed,British Airways,2.0,United Kingdom,2015-09-05,1.0,3.0,1.0,2.0,False,1.0,Economy Class,Family Leisure,1.0,False,-1.0
Boeing 747-400,British Airways,1.0,United Kingdom,2015-09-05,1.0,1.0,1.0,1.0,False,1.0,Business Class,Business,1.0,False,-1.0
Boeing 777,British Airways,5.0,United Kingdom,2015-09-05,4.0,4.0,3.0,7.0,False,3.0,First Class,Business,3.0,False,3.0
A319,British Airways,5.0,United Kingdom,2015-09-06,5.0,4.0,-1.0,9.0,True,4.0,Economy Class,Couple Leisure,5.0,False,-1.0
Boeing 777,British Airways,1.0,United Kingdom,2015-09-06,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Solo Leisure,2.0,False,-1.0
A320,British Airways,3.0,United Kingdom,2015-09-06,2.0,2.0,2.0,1.0,False,1.0,Business Class,Business,1.0,False,-1.0
Boeing 747-400,British Airways,1.0,United Kingdom,2015-09-07,1.0,3.0,2.0,2.0,False,1.0,Economy Class,Family Leisure,1.0,False,-1.0
Boeing 777-200,British Airways,3.0,United Kingdom,2015-09-07,4.0,4.0,1.0,6.0,False,2.0,Economy Class,Couple Leisure,3.0,False,-1.0
A321,British Airways,3.0,United Kingdom,2015-09-07,3.0,2.0,-1.0,5.0,True,3.0,Economy Class,Solo Leisure,3.0,False,-1.0
A319,British Airways,4.0,United Kingdom,2015-09-07,4.0,4.0,-1.0,9.0,True,4.0,Business Class,Solo Leisure,5.0,False,-1.0
Boeing 777-300,British Airways,1.0,United Kingdom,2015-09-08,3.0,1.0,2.0,1.0,False,1.0,Economy Class,Family Leisure,1.0,False,1.0
Not informed,British Airways,3.0,United Kingdom,2015-09-08,2.0,2.0,-1.0,4.0,False,1.0,Economy Class,Solo Leisure,2.0,False,-1.0
Boeing 777,British Airways,2.0,United Kingdom,2015-09-08,1.0,1.0,2.0,1.0,False,4.0,First Class,Couple Leisure,1.0,False,-1.0
Boeing 777,British Airways,1.0,United Kingdom,2015-09-08,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Solo Leisure,1.0,False,1.0
Not informed,British Airways,3.0,United Kingdom,2015-09-09,2.0,1.0,1.0,1.0,False,1.0,Economy Class,Couple Leisure,1.0,False,-1.0
A320,British Airways,5.0,United Kingdom,2015-09-09,5.0,1.0,-1.0,1.0,False,5.0,Business Class,Business,1.0,False,-1.0
A319,British Airways,4.0,United Kingdom,2015-09-10,2.0,1.0,-1.0,2.0,False,1.0,Business Class,Couple Leisure,2.0,False,-1.0
A380,British Airways,4.0,United Kingdom,2015-09-11,4.0,4.0,4.0,7.0,True,3.0,Business Class,Couple Leisure,3.0,False,-1.0
A319,British Airways,4.0,United Kingdom,2015-09-11,4.0,3.0,-1.0,8.0,True,3.0,Economy Class,Couple Leisure,4.0,False,-1.0
Boeing 777-200,British Airways,4.0,United Kingdom,2015-09-11,3.0,3.0,3.0,7.0,True,3.0,Economy Class,Couple Leisure,3.0,False,-1.0
Boeing 777-200,British Airways,4.0,United Kingdom,2015-09-14,2.0,3.0,2.0,4.0,False,1.0,Economy Class,Couple Leisure,2.0,False,-1.0
Boeing 767,British Airways,5.0,United Kingdom,2015-09-14,4.0,5.0,-1.0,10.0,True,5.0,Economy Class,Couple Leisure,5.0,False,-1.0
Not informed,British Airways,1.0,United Kingdom,2015-09-14,-1.0,1.0,-1.0,1.0,False,1.0,Business Class,Solo Leisure,1.0,False,-1.0
Boeing 747-400,British Airways,5.0,United Kingdom,2015-09-15,5.0,5.0,3.0,9.0,True,5.0,Premium Economy,Solo Leisure,5.0,False,-1.0
Not informed,British Airways,2.0,United Kingdom,2015-09-15,-1.0,1.0,-1.0,1.0,True,2.0,Economy Class,Couple Leisure,1.0,False,-1.0
Boeing 777,British Airways,5.0,United Kingdom,2015-09-15,5.0,4.0,3.0,8.0,True,3.0,Premium Economy,Solo Leisure,5.0,False,-1.0
Boeing 747 / 777 / A380,British Airways,2.0,United Kingdom,2015-09-15,1.0,3.0,1.0,2.0,False,1.0,Business Class,Solo Leisure,2.0,False,1.0
Boeing 747-400,British Airways,3.0,United Kingdom,2015-09-16,2.0,3.0,1.0,4.0,False,1.0,Economy Class,Couple Leisure,3.0,False,-1.0
Boeing 747-400,British Airways,2.0,United Kingdom,2015-09-17,1.0,3.0,1.0,3.0,False,2.0,Economy Class,Couple Leisure,3.0,False,-1.0
Not informed,British Airways,2.0,United Kingdom,2015-09-18,1.0,3.0,1.0,2.0,False,1.0,Business Class,Business,1.0,False,-1.0
Not informed,British Airways,1.0,United Kingdom,2015-09-18,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Couple Leisure,1.0,False,1.0
Boeing 747-400,British Airways,5.0,United Kingdom,2015-09-18,3.0,4.0,2.0,8.0,False,4.0,Premium Economy,Couple Leisure,5.0,False,-1.0
Boeing 777-200ER,British Airways,5.0,United Kingdom,2015-09-19,5.0,5.0,5.0,9.0,True,5.0,Business Class,Solo Leisure,4.0,False,-1.0
Not informed,British Airways,3.0,United Kingdom,2015-09-19,2.0,1.0,-1.0,1.0,False,3.0,Economy Class,Couple Leisure,3.0,False,-1.0
Embraer E190,British Airways,4.0,United Kingdom,2015-09-19,1.0,1.0,-1.0,3.0,False,1.0,Business Class,Family Leisure,1.0,False,-1.0
A320,British Airways,3.0,United Kingdom,2015-09-19,4.0,5.0,-1.0,7.0,True,4.0,Economy Class,Solo Leisure,4.0,False,-1.0
Boeing 747-400,British Airways,5.0,United Kingdom,2015-09-20,2.0,2.0,1.0,3.0,False,2.0,First Class,Couple Leisure,1.0,False,1.0
A320,British Airways,2.0,United Kingdom,2015-09-20,2.0,2.0,-1.0,5.0,False,2.0,Business Class,Couple Leisure,2.0,False,-1.0
Boeing 737,British Airways,5.0,United Kingdom,2015-09-20,2.0,3.0,1.0,1.0,False,1.0,Business Class,Business,1.0,False,-1.0
A320,British Airways,5.0,United Kingdom,2015-09-22,3.0,5.0,-1.0,10.0,True,5.0,Economy Class,Couple Leisure,5.0,False,-1.0
A318,British Airways,5.0,United Kingdom,2015-09-23,5.0,5.0,3.0,10.0,True,5.0,Business Class,Business,4.0,False,-1.0
A320,British Airways,2.0,United Kingdom,2015-09-23,1.0,4.0,-1.0,3.0,False,1.0,Economy Class,Solo Leisure,2.0,False,-1.0
Boeing 747-400,British Airways,5.0,United Kingdom,2015-09-23,5.0,4.0,4.0,7.0,True,3.0,Economy Class,Couple Leisure,4.0,False,-1.0
A320,British Airways,3.0,United Kingdom,2015-09-23,3.0,4.0,-1.0,8.0,True,5.0,Economy Class,Couple Leisure,5.0,False,-1.0
Boeing 767,British Airways,4.0,United Kingdom,2015-09-24,2.0,1.0,1.0,2.0,False,1.0,Economy Class,Couple Leisure,2.0,False,-1.0
A320,British Airways,5.0,United Kingdom,2015-09-24,3.0,3.0,-1.0,5.0,False,1.0,Business Class,Couple Leisure,1.0,False,-1.0
Not informed,British Airways,2.0,United Kingdom,2015-09-25,1.0,2.0,3.0,4.0,False,3.0,Economy Class,Couple Leisure,2.0,False,2.0
Boeing 777,British Airways,5.0,United Kingdom,2015-09-26,5.0,5.0,5.0,10.0,True,5.0,Premium Economy,Solo Leisure,5.0,False,-1.0
Not informed,British Airways,1.0,United Kingdom,2015-09-26,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Couple Leisure,1.0,False,-1.0
A320,British Airways,4.0,United Kingdom,2015-09-26,3.0,4.0,-1.0,8.0,True,4.0,Economy Class,Solo Leisure,5.0,False,-1.0
Boeing 747-400,British Airways,4.0,United Kingdom,2015-09-27,3.0,4.0,1.0,3.0,False,3.0,Business Class,Solo Leisure,2.0,False,-1.0
Boeing 777,British Airways,2.0,United Kingdom,2015-09-27,1.0,3.0,2.0,3.0,False,2.0,Business Class,Business,2.0,False,-1.0
Boeing 777,British Airways,4.0,United Kingdom,2015-09-27,4.0,4.0,4.0,7.0,True,4.0,Business Class,Couple Leisure,5.0,False,-1.0
Not informed,British Airways,3.0,United Kingdom,2015-09-27,1.0,4.0,3.0,4.0,False,4.0,Economy Class,Family Leisure,4.0,False,-1.0
A320,British Airways,3.0,United Kingdom,2015-09-27,4.0,5.0,-1.0,6.0,True,2.0,Business Class,Business,3.0,False,-1.0
Boeing 747-400,British Airways,3.0,United Kingdom,2015-09-27,5.0,4.0,3.0,7.0,True,4.0,Business Class,Business,3.0,False,-1.0
A320,British Airways,5.0,United Kingdom,2015-09-29,1.0,3.0,-1.0,8.0,True,4.0,Economy Class,Family Leisure,4.0,False,-1.0
A320,British Airways,5.0,United Kingdom,2015-09-30,4.0,1.0,-1.0,4.0,True,1.0,Business Class,Solo Leisure,3.0,False,-1.0
A320,British Airways,5.0,United Kingdom,2015-09-30,4.0,5.0,-1.0,8.0,True,3.0,Business Class,Solo Leisure,3.0,False,-1.0
Boeing 747-400,British Airways,2.0,United Kingdom,2015-09-30,1.0,2.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1.0,False,2.0
Not informed,British Airways,1.0,United Kingdom,2015-10-01,3.0,4.0,-1.0,5.0,False,4.0,Business Class,Solo Leisure,1.0,False,-1.0
Not informed,British Airways,2.0,United Kingdom,2015-10-01,3.0,3.0,2.0,4.0,False,1.0,Economy Class,Couple Leisure,2.0,False,-1.0
Not informed,British Airways,3.0,United Kingdom,2015-10-01,1.0,4.0,1.0,5.0,False,1.0,Economy Class,Couple Leisure,2.0,False,2.0
A320,British Airways,4.0,United Kingdom,2015-10-01,4.0,5.0,-1.0,6.0,True,4.0,Economy Class,Business,4.0,False,-1.0
Boeing 747-400,British Airways,3.0,United Kingdom,2015-10-01,1.0,1.0,2.0,1.0,False,1.0,Economy Class,Couple Leisure,1.0,False,-1.0
A319,British Airways,4.0,United Kingdom,2015-10-02,4.0,4.0,-1.0,8.0,True,4.0,Economy Class,Family Leisure,4.0,False,-1.0
Boeing 747-400,British Airways,4.0,United Kingdom,2015-10-02,1.0,3.0,2.0,3.0,False,1.0,Economy Class,Solo Leisure,2.0,False,-1.0
A320 and A319,British Airways,5.0,United Kingdom,2015-10-02,4.0,3.0,-1.0,9.0,True,4.0,Economy Class,Solo Leisure,5.0,False,-1.0
Not informed,British Airways,4.0,United Kingdom,2015-10-03,4.0,4.0,3.0,5.0,False,3.0,Business Class,Business,3.0,False,-1.0
Not informed,British Airways,2.0,United Kingdom,2015-10-04,1.0,4.0,1.0,4.0,True,4.0,Business Class,Family Leisure,4.0,False,2.0
Boeing 747-400,British Airways,3.0,United Kingdom,2015-10-05,3.0,1.0,1.0,2.0,False,1.0,Economy Class,Business,1.0,False,-1.0
Not informed,British Airways,3.0,United Kingdom,2015-10-05,2.0,3.0,4.0,3.0,False,4.0,Economy Class,Couple Leisure,2.0,False,-1.0
A320,British Airways,1.0,United Kingdom,2015-10-06,1.0,3.0,-1.0,3.0,False,3.0,Economy Class,Solo Leisure,1.0,False,-1.0
Boeing 747-400,British Airways,5.0,United Kingdom,2015-10-06,5.0,4.0,2.0,8.0,True,3.0,Business Class,Solo Leisure,3.0,False,-1.0
A320 / Boeing 787,British Airways,3.0,United Kingdom,2015-10-07,5.0,3.0,5.0,6.0,False,5.0,Premium Economy,Business,4.0,False,-1.0
A380,British Airways,3.0,United Kingdom,2015-10-07,4.0,4.0,4.0,6.0,True,3.0,Business Class,Business,3.0,False,-1.0
Boeing 747-400,British Airways,4.0,United Kingdom,2015-10-07,4.0,5.0,4.0,9.0,True,4.0,Economy Class,Couple Leisure,4.0,False,-1.0
Not informed,British Airways,1.0,United Kingdom,2015-10-07,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1.0,False,1.0
Boeing 777-300,British Airways,4.0,United Kingdom,2015-10-07,4.0,3.0,3.0,2.0,False,3.0,Premium Economy,Couple Leisure,2.0,False,3.0
Boeing 777-300,British Airways,4.0,United Kingdom,2015-10-07,5.0,5.0,5.0,7.0,True,5.0,First Class,Business,5.0,False,-1.0
Not informed,British Airways,4.0,United Kingdom,2015-10-08,4.0,1.0,4.0,4.0,False,4.0,Economy Class,Couple Leisure,2.0,False,4.0
Boeing 747,British Airways,4.0,United Kingdom,2015-10-09,1.0,3.0,1.0,4.0,False,1.0,Economy Class,Family Leisure,3.0,False,-1.0
Boeing 747-400,British Airways,2.0,United Kingdom,2015-10-09,2.0,3.0,2.0,5.0,True,1.0,Economy Class,Couple Leisure,3.0,False,-1.0
A320,British Airways,5.0,United Kingdom,2015-10-09,5.0,4.0,-1.0,8.0,True,4.0,Business Class,Couple Leisure,5.0,False,-1.0
Boeing 777-200,British Airways,4.0,United Kingdom,2015-10-09,4.0,4.0,2.0,6.0,True,3.0,Premium Economy,Couple Leisure,3.0,False,1.0
Boeing 777-200,British Airways,4.0,United Kingdom,2015-10-10,3.0,3.0,3.0,7.0,True,4.0,Economy Class,Solo Leisure,3.0,False,-1.0
A320,British Airways,4.0,United Kingdom,2015-10-10,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Solo Leisure,1.0,False,-1.0
Boeing 777-200,British Airways,4.0,United Kingdom,2015-10-11,3.0,5.0,3.0,6.0,True,2.0,Economy Class,Family Leisure,4.0,False,-1.0
A380,British Airways,4.0,United Kingdom,2015-10-11,4.0,4.0,4.0,9.0,True,4.0,Business Class,Business,5.0,False,-1.0
Boeing 777-200,British Airways,3.0,United Kingdom,2015-10-12,1.0,3.0,2.0,4.0,False,2.0,Economy Class,Business,3.0,False,2.0
A319/A321,British Airways,5.0,United Kingdom,2015-10-12,2.0,4.0,-1.0,7.0,True,4.0,Economy Class,Couple Leisure,4.0,False,-1.0
Boeing 777-200,British Airways,3.0,United Kingdom,2015-10-12,4.0,1.0,2.0,3.0,False,3.0,Economy Class,Couple Leisure,1.0,False,-1.0
Not informed,British Airways,5.0,United Kingdom,2015-10-14,5.0,4.0,5.0,9.0,True,5.0,Economy Class,Solo Leisure,5.0,False,-1.0
767-300,British Airways,4.0,United Kingdom,2015-10-14,3.0,3.0,-1.0,6.0,True,4.0,First Class,Family Leisure,3.0,False,-1.0
A319,British Airways,4.0,United Kingdom,2015-10-14,3.0,3.0,-1.0,9.0,True,3.0,Economy Class,Solo Leisure,3.0,False,-1.0
Boeing 777,British Airways,2.0,United Kingdom,2015-10-15,1.0,2.0,2.0,3.0,False,4.0,Business Class,Solo Leisure,1.0,False,-1.0
Not informed,British Airways,2.0,United Kingdom,2015-10-15,1.0,1.0,1.0,1.0,False,1.0,Business Class,Business,1.0,False,-1.0
Not informed,British Airways,1.0,United Kingdom,2015-10-15,1.0,1.0,-1.0,1.0,False,1.0,Business Class,Solo Leisure,2.0,False,-1.0
A319,British Airways,5.0,United Kingdom,2015-10-16,4.0,5.0,-1.0,9.0,True,4.0,Business Class,Couple Leisure,5.0,False,-1.0
