date,header,rating,content,seat_type,value_for_money,recommended,id,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,type_of_traveller,aircraft,route,date_flown,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2022-03-07,All seats shown as occupied,1.0,"i was travelling with my infant and wife, so tried to do web check-in so that we can get seats together, however all seats shown as occupied. so i reached the airport 2.5 hr prior to get seats together. i waited 15 min in queue then requested same to counter. she sent me to a different counter then again waited for 15min in a queue, then finally she said, we couldn't do it, so we were given 28a which having a baby seat also, you keep your baby in the baby seat and request co passenger for interchange. we couldn't find baby seat there, same thing asked to airhostess, she replied, there is no baby seat. they didn't even gave the baby belt, which is mandatory. airline not for babies.",Economy Class,1,False,354,1.0,1.0,1.0,1.0,Family Leisure,Not informed,Guwahati to Banglore,March 2022,1.0,1.0,IndiGo,India,False
2022-03-30,Last time i will fly with indigo,1.0,"this is for the last time i will fly with indigo. i had to ask for water (forget anything else), forget choosing free seats. the lights were very dim, making reading impossible. last time in november 2021 i flew with indigo from mumbai to kolkata. i booked about 20 days or so in advance. thrice my flight was rescheduled and i had to change my entire programme. i paid extra for a window seat.",Economy Class,1,False,355,1.0,1.0,1.0,Not informed,Solo Leisure,Not informed,Mumbai to Chennai,March 2022,1.0,Not informed,IndiGo,India,True
2022-03-31,Recent experience was a fantabulous one,8.0,"while indigo does boast about its on time departure and pre time arrival, i don't think that is what makes it the best airline. i have never liked the attitude of many air hostesses on this airline, as i have always found them on the edge of being rude. however, my recent experience was a fantabulous one and i need to appreciate two women, who made this journey a happy one. joyce - based at the indigo counters in hyderabad, automatically upgraded my seat from 4c to 1c, seeing that i am a tall man and would have issues in the back seats. janett - air hostess on the flight 6e - 796, departure time 1950, dated 30.3.22. she was extremely hospitable and showed all signs of a great hospitality professional. she was kind, understanding and spoke to all passengers in a polite manner.",Economy Class,1,True,356,1.0,1.0,1.0,Not informed,Business,Not informed,Hyderabad to Chandigarh,March 2022,1.0,Not informed,IndiGo,India,True
2022-04-03,Very professional and polite,10.0,the team of indigo is very professional and polite from wheelchair to checkin. special thanks to miss manisha kaim for such a super fast check in. indigo should proud to have team members like her.,Economy Class,1,True,357,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Delhi to Udaipur,April 2022,1.0,Not informed,IndiGo,India,True
2022-04-11,How good and tolerant the flight crew were,8.0,chandighar to goa. flight was fully booked and was good. only thing to spoil it was parents note-taking responsibility for their kids. i was amazed how good and tolerant the flight crew were. i certainly wouldn't have been. flight we were on was a all female crew from captain to stewardess.,Economy Class,1,True,358,1.0,1.0,Not informed,Not informed,Couple Leisure,A320,Chandighar to Goa,March 2022,1.0,Not informed,IndiGo,India,False
2022-04-15,Made to pay rs.200 for not web checkin,2.0,web checkin info is unclear and passenger is made to pay rs.200 for not web checkin.  international travellers are not allowed to carry more then 15kg of luggage whereas the international allows 40 kg it means international travellers be away. international connecting is allowed to carry 30kg on payment of rs. 6600. even after paying rs 6600/- the passenger must pay extra rs 2000 if made 2 bags instead of 1 bag of 30kg. travellers are charged for seat selection.,Economy Class,1,False,359,1.0,1.0,1.0,1.0,Family Leisure,Not informed,Belgaum to Bangalore,April 2022,1.0,1.0,IndiGo,India,True
2022-04-19,Good budget airline,8.0,"good budget airline. 15 kg check in and 7 kg cabin baggage included. on time departure and early arrival. clean cabin, seat itch just as any lcc. courteous cabin crew:",Economy Class,1,True,360,1.0,1.0,Not informed,Not informed,Solo Leisure,A320 Neo,Delhi to Patna,April 2022,1.0,Not informed,IndiGo,India,True
2022-04-25,Delayed by almost four hours,2.0,"i am 78 and my wife 68. we planned this trip to visit our daughter staying in uae. did'nt expect the experience will be so bad. this flight 6e 1407 on the 23rd april 2022 was supposed to fly from lucknow india at 21:30 as per schedule. we were asked to board the flight. and then the wait started, at first they said some technical error we should be go to fly soon. but then it was delayed by almost four hours. people where seated in the aircraft with no air condition / no water to drink. the air hostess were helpless. the main reason for the delay was because the pilot who was supposed to fly this aircraft didn't turn up for some reason. so the airline decided to make us wait in the aircraft under these conditions ... is this acceptable? indigo has been a good experience for me early. this was one experience that i faced recently.",Economy Class,1,False,361,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Lucknow to Sharjah,April 2022,1.0,Not informed,IndiGo,India,True
2022-04-28,Great customer service,9.0,best airline ever. great customer service. pleasant staff. super impressed. i was traveling with baby and toddler. they went above and beyond. i have been living in us and no airline was close to this.,Economy Class,1,True,362,1.0,1.0,1.0,1.0,Family Leisure,Not informed,Mysore to Hyderabad,April 2022,1.0,1.0,IndiGo,India,False
2022-05-15,No guarantee that we will be seated together,5.0,for our flight (my husband n me) today evening at 5.45 pm i tried doing web check at about 10 am. i had no option to select a free seat together. only way to ensure we sit together was if i bought seats - one middle one window or aisle. cost of middle seat is minimum rs 90/ and cost of aisle or window seat is minimal rs 150 or max rs 350. when i tried to web check in without seat selection message popped up in auto seat allotment- there is no guarantee that we will be seated together. the website gives no option of free seats together to choose.,Economy Class,1,False,363,1.0,1.0,1.0,1.0,Couple Leisure,Not informed,Guwahati to Bengaluru,May 2022,1.0,Not informed,IndiGo,India,True
2022-05-19,Uncalled for rescheduling and delay,4.0,flight was rescheduled. then on the changed connect flight there was a delay in departure from 16:55 to 17:35. delay was not acknowledged or intimated or informed to us of the specific delay. uncalled for rescheduling and delay of flights.,Economy Class,1,True,364,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Nagpur to Goa via Mumbai,May 2022,1.0,Not informed,IndiGo,India,True
2022-05-22,She was really very helpful,10.0,"i want to really appreciate mrs ruchika and it was my pleasure to meet with her as she was really very helpful. i travelled when i was 36 weeks pregnant and i was not feeling good while traveling in flight, she was the only one who helped me in those circumstances, she had given me a head massage, offered me green tea, arranged a best seat according to my situation, she arranged some cushions to put legs on that so i felt very relax. whatever the possible help she can do, she tried her best, and really its appreciable. thank you being so kind for me in my bad time. we really need that type service...",Economy Class,1,True,365,1.0,1.0,Not informed,1.0,Family Leisure,A320,Chennai to Dekhi,March 2022,1.0,Not informed,IndiGo,India,True
2022-06-01,Baggage was overweight 4 kgs and charging 2100rs,2.0,travelling from mumbai (terminal 1) to chandigarh had the worst experience and poorest customer service. no information was provided on the ticket about online check-in process. myself along with my old parents and a 5 year old was informed at the counter about online check in process or else were supposed to pay 200rs each to get a boarding pass at the counter  i finally ended calling my brother who did that for us. i went with my boarding passes to the counter and agent stating baggage was overweight 4 kgs and charging 2100rs for this. we were told that either we can take our luggage back or has to pay.,Economy Class,1,False,366,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Mumbai to Chandigarh,May 2022,1.0,Not informed,IndiGo,India,True
2022-06-21,"No screen, no charging points",1.0,"indigo using domestic flights in international routes. even after paying good amount, uncomfortable seats, no screen, no charging points, service staff rude to me. announcement done in such a weird way. lights were disturbing even in a overnight flight.",Economy Class,1,False,367,1.0,1.0,1.0,1.0,Couple Leisure,Not informed,Istanbul to Delhi,June 2022,1.0,1.0,IndiGo,India,True
2022-06-27,I had to wait for almost 10 hours,1.0,my flight from darwin to singapore got delayed but i managed to clear immigration and got to the ticket counter more than an hour ago of my flight schedule time but i found out that indigo closed their counters around 15 minutes prior the usual time and i missed my flight. airport staff was surprised by the fact that how can they close their counter this early they tried their best to contact the airline to help me but no one picked up the phone.  i lost my flight and had to book another flight which cost me extra $500 also made me lose my friends wedding which was sole reason i booked this trip. i had to wait for almost 10 hours for my next flight and took me the whole next day in travel to get to my destination.,Economy Class,1,False,368,Not informed,Not informed,Not informed,Not informed,Family Leisure,Not informed,Singapore to Jaipur via Chennai,June 2022,1.0,Not informed,IndiGo,India,True
2022-07-04,The crew were able to discharge their duties well,8.0,"i had to book this flight very suddenly due to an urgent issue and also due to the ongoing atf prices for the airlines the prices were on the higher side. the online check in was a smooth process and as this was booked with a corporate fare, the seat selection was free. the baggage drop at the counter was a smooth and quick affair. boarding started on time and the crew were able to discharge their duties well. for the corporate meal, i was pleased to note that the selection had increased from the last time and also included items like chicken noodles and biriyani along with tea, coffee, juices. the portions of the food were okay. the flight landed on time and the crew did not manage to wish goodbye and thank others but did wish me when i passed by which was appreciated. one thing to note was that the inflight magazine and the air sickness bag were not there on every seat and perhaps this is something that can be included on all seats as a feedback item. but otherwise, this was a good flight.",Economy Class,1,True,369,1.0,1.0,1.0,Not informed,Couple Leisure,A320 Neo,Bengaluru to Kolkata,July 2022,1.0,Not informed,IndiGo,India,True
2022-07-09,Clean spotless cabin,9.0,flying with indigo is a pleasure. clean spotless cabin and always punctual. my trip from new delhi t-1 to surat on 6-july 2022 was perfect. only i wish the airhostess wish passengers with big smile and welcome message when we embark. most of the time its a miss. it goes a long way in the feel good factor of passengers.,Economy Class,1,True,370,1.0,1.0,1.0,Not informed,Family Leisure,A320,New Delhi to Surat,July 2022,1.0,Not informed,IndiGo,India,True
2022-07-11,Indigo customer review,1.0,"flew in indigo from dubai to chennai. flight departed after 1 and half hours from the scheduled time. beverage - paid for alcoholic beverage while booking the ticket and ended up getting paper boat pomegranate juice. food, ordered chicken curry rice, but for the first time in my life had to eat poor rice.",Economy Class,1,False,371,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Dubai to Chennai,July 2022,1.0,Not informed,IndiGo,India,True
2022-07-12,Overall good experience,8.0,"indigo is best on time operator in india and this time too flew on time. check in was smooth, took total 10-12 min, boarding started on time and also departed on time. cabin was clean and fresh, no food booked or bought at aircraft so can’t comment. toilets were clean. cabin crew were courteous. only con is seats, as a lcc not very comfortable but ok for 2-3 hr flights. reach ahmedabad on time, so overall good experience.",Economy Class,1,True,372,1.0,1.0,Not informed,Not informed,Family Leisure,A320Neo,Goa to Ahmedabad,July 2022,1.0,Not informed,IndiGo,India,True
2022-07-16,Cabin was clean and fresh,7.0,"as most of the time good experience. was traveling with only cabin baggage so no counter check in experience, boarding started on time and so as departure, even though it was raining heavily at mumbai still departed on time. due to weather it was little turbulent on the way and reached ahmedabad on time. an hour long flight light snacks was provided. cabin was clean and fresh, seats are ok.",Economy Class,1,True,373,1.0,1.0,1.0,1.0,Business,A 320,Mumbai to Ahmedabad,July 2022,1.0,Not informed,IndiGo,India,True
2022-07-16,Average experience this time,7.0,"average experience this time only because of delays, otherwise ok experience. reached airport on time but flight got delayed by one an half hour in last moment due to operational reasons, in place of 23:35 it got rescheduled at 00:55, traveling with only cabin baggage so no check in experience,. cabin was clean and fresh, no doubt indigo cabin cleaning is best in india. seat pitch is little concern for someone with 6 feet but still ok for 2 hr flight. paid meal served, those who didn’t booked before would get only instant food like noodles or upma. overall reached mumbai around 1 hr delayed whereas departed from delhi around 1 and half hour.",Economy Class,1,True,374,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Delhi to Mumbai,July 2022,1.0,Not informed,IndiGo,India,True
2022-07-30,Minimum everything,1.0,"bangkok to riyadh via mumbai. really bad airline and transfer, i haven’t seen this long of a queue at the airport check in. slow process. bad uncomfortable seats, minimum everything, as the airplane was under staffed for sure (2 only for a huge airplane). it’s not like the price paid for ticket is even cheap, it’s at the average or even more. but they suck so bad.",Economy Class,1,False,375,1.0,1.0,1.0,1.0,Solo Leisure,Not informed,Bangkok to Riyadh via Mumbai,July 2022,1.0,1.0,IndiGo,India,True
2022-08-01,Gate baggage was missing at delhi airport,3.0,"my gate baggage was missing at delhi airport. at the last minutes of boarding , airline staff asked me to take off the power bank from my gate baggage. and i did. but when i got to bangkok, my bag was not on flight. airport staff didn't put my bag in my flight on time. and today is the 5th day, i didn't get any information and the bag yet.",Economy Class,1,False,376,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Dubai to Bangkok via Delhi,July 2022,1.0,Not informed,IndiGo,India,True
2022-08-09,They changed my seat,5.0,"we had confirmed our ticket on 22/07/2022. during confirmation they provided me a seat, which was 9d. but, during the period of boarding they changed my seat to 33 d without any prior notification.  their luggage handling system tore my luggage cover and there were several scratched on our luggage. they had boarded us on air bridge before making the aircraft ready. for this reason we had to wait on air bridge almost 20 minutes.",Economy Class,1,False,377,1.0,1.0,1.0,1.0,Business,Not informed,Goa to Kolkata,August 2022,1.0,1.0,IndiGo,India,True
2022-08-15,I want to thank the team,10.0,i want to take this opportunity to thank the captain & cabin crew of 6e7475 ccu to ixr and all indigo team. last evening i have border 6e 7475 from ccu to ixr the flight was good till it reaches ranchi before landing we faced gusty weather with heavy rains and winds the pilot was unable to land we touched down the air strip and again fly back then we fly back to ccu then around 11:20 pm the team decides to again reattempt the landing around 12:50 am in ranchi but again we could not land due to poor visibility.  we again fly back to kolkata. they provided me a 4 star accommodation along with food and arrange a car for pick up and drop. they have also reschedule the flight for the next day. i want to thank the team.,Economy Class,1,True,378,1.0,1.0,1.0,1.0,Solo Leisure,Not informed,Kolkata to Ranchi,August 2022,1.0,1.0,IndiGo,India,False
2022-08-16,Good experience with indigo,8.0,"another good experience with indigo, on time departure and arrival, clean fresh cabin, cheerful cabin staff, nothing much to complain with a lcc.",Economy Class,1,True,379,1.0,1.0,Not informed,Not informed,Business,A320,Delhi to Ahmedabad,August 2022,1.0,Not informed,IndiGo,India,True
2022-08-18,They needed to check my credit card,1.0,"i wasn't happy at all. i am a foreigner and i booked the flight at least two months in advance. in these 2 months i received several unsolicited emails for buying extra services (like many airlines do). to days before my flight, when i was in india, i received an email informing that it was time to proceed with web check-in. i did so, but my web check-in failed with with message saying that i was i the ""watch queue"". i contacted the help desk, which was not very quick, but in the meanwhile i browsed the internet and found out that, since i booked my flight with an international credit card i needed to show the credit card at the check-in. luckily enough, i brought the credit card with me (it was about to expire, and i have more than one credit card, so i really thought i could leave it at home) otherwise they would have denied boarding.  i have no idea why they needed to check my credit card (they didn't explain), and no idea why they didn't send me any email telling me that i needed to show my credit card. apart for that,  it is a low cost, and it is worth what it costs.",Economy Class,1,False,380,1.0,1.0,Not informed,Not informed,Couple Leisure,Not informed,Delhi to Mumbai,August 2022,1.0,Not informed,IndiGo,India,True
2022-09-02,Seats are just okay,7.0,"a good experience. its largest indian airline and with best on time performance. boarding was swift, aircraft was clean and fresh. it was a late night flight. departed before time and reached mumbai before time too. cabin crew was courteous ,no ife option, seats are just okay. overall good experience",Economy Class,1,True,381,1.0,1.0,Not informed,Not informed,Solo Leisure,A320Neo,Ahmedabad to Mumbai,August 2022,1.0,Not informed,IndiGo,India,True
2022-09-07,I asked for nearby seats,1.0,i was travelling with my kid aged 3 year and 11 months. i asked for nearby seats while check in. but the lady at the security check in desk denied telling its peak season and not possible.  not at all adjustable.,Economy Class,1,False,382,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Bangalore to Kochi,September 2022,1.0,Not informed,IndiGo,India,True
2022-09-19,Careless with sensitive luggage,1.0,"indigo was utterly careless in handing a sensitive item like infant / baby child restraint system (crs) and caused damage even after we safely handed it to them at the gate.  the bag is badly torn and the car seat inside scratched when we received it at the destination. the bag which holds the car seat was expensive too and was not a flimsy one which would have gotten easily torn unless it was handled badly. we use the bag for the car seat exclusively for checking the car seat while flying and have been in 6 flights so far without any issues.  it is clear that the seat and bag were subjected to a lot of stress and abrasion and we will forever be doubting the structural integrity of the car seat which is worth over 75k inr due to indigo's shoddy handling. we made indigo aware of this issue after we got down and collected the item at vtz. without trying to understand the extent of the damage, indigo's agent blindly offered 500 rupees. we did not accept since just the bag alone costs 10 times that amount. she also tried to push blame on us that the bag was not strong enough to handle air travel. it is appalling that indigo thinks this is normal handling for a car seat in their business. we left the airport since we disagreed with her 500 rupees offer and did not know what else to do. agent used our lack of knowledge and did not mention that the correct process is for us file a property irregularity report (pir) with her and use the pir to later submit a claim to indigo later. we later found out that leaving the airport without pir means that we accepted everything was in good condition and cannot hold indigo liable anymore. indigo was careless with sensitive luggage items like a car seat and did not offer a fair resolution even after they were made aware.",Economy Class,1,False,383,1.0,1.0,Not informed,Not informed,Family Leisure,A321-271NX,Ahmedabad to Visakhapatnam,September 2022,1.0,Not informed,IndiGo,India,True
2022-09-24,Flight delayed around 1.5 hrs,1.0,"flight delayed around 1.5 hrs and when enquired about reasons, ground staff answers very rude in gate 8. not a customer caring staff in a service industry that too in airlines. culture of indigo reflects in this kind of staff behavior.",Economy Class,1,False,384,1.0,1.0,Not informed,Not informed,Business,Not informed,Pune to Chennai,September 2022,1.0,Not informed,IndiGo,India,True
2022-10-04,"A horrible experience""",1.0,"i had a horrible experience with indigo. my flight was from goa to kozhikode and had a 5 hour layover in banglore. we landed in banglore at 12:00 am and the flight to kozhikode was not until 5:05 am boarding time. the boarding pass did not show the gate and the tv screens in the airport didnt show the gate until 5:00 am. we got to the gate at 5:15 and they said go to another counter quickly, from there they said quickly follow indigo employee assuming he is trying to get us on the flight, instead he stamps the tickets and walk us out to the ticket counter. we waited an hour with 50-60 other people who missed their flight. when we got to the counter they said the next flight is not until tomorrow and its and additional 5000 rs for the tickets. best thing to do is take a ""luxury bus"" to your location if you miss a flight in india. i would advice to never fly this airline, customer service is horrible also.",Economy Class,1,False,385,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Goa to Kozhikode,September 2022,1.0,Not informed,IndiGo,India,False
2022-10-11,Don't expect them to be friendly,3.0,"this airline is worst than ryanair. it's not disabled friendly. the bus that transports you to aircraft sits very high. the ramp is extremely steep and the airlines lacks a lot for the handicapped. the airline is low cost which is understandable, but not when it comes to the very basic of comfort. the cabin crew do their job, but don't expect them to be friendly or sympathize with the elderly or disabled.",Economy Class,1,False,386,1.0,1.0,Not informed,Not informed,Business,Not informed,Istanbul to Delhi via Bombay,October 2022,1.0,Not informed,IndiGo,India,True
2022-10-11,Huge crowds at the check in counters,1.0,horrible experience. there were huge crowds at the check in counters. we were standing for 35 minutes. finally when we reached the counter there was some system issues which the counter staff was struggling to resolve. it took more than 10 minutes. finally system was set right but told your check in time has gone and could not accept the bags. we had to reschedule the flights by paying 10k extra and we reached destination 7 hours late,Economy Class,1,False,387,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Bengaluru to Bhagdogra,October 2022,1.0,Not informed,IndiGo,India,True
2022-10-11,Delayed by half an hour or more in horrible heat,1.0,vododhara to bangalore. it’s horrible experience that it is so hot and we cannot sit in the aircraft. it’s suffocating and no one is taking any action. they say a few minutes and it’s got delayed by half an hour or more in horrible heat,Economy Class,1,False,388,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Vododhara to Bangalore,October 2022,1.0,Not informed,IndiGo,India,False
2022-10-13,Avoid this airline in the future,1.0,"it was a horrible experience. we had 2 flights via indigo to arrive in thailand and 2 flights to return, and all flights were delayed. very small cabins, non-friendly staff, dirty seats, and the plane smelled of food.  i will do my best to avoid this airline in the future.",Economy Class,1,False,389,1.0,1.0,Not informed,Not informed,Couple Leisure,Not informed,Bangkok to Abu Dhabi via Mumbai,September 2022,1.0,Not informed,IndiGo,India,True
2022-10-20,If the cancellation is by indigo why do i bear such cancellation charges?,1.0,"i had booked a flight from mumbai to guwahati and back for nov 2022. in october 2022 indigo cancelled the flight and given an option for refund, saying the full amount will be paid to you. after getting assurance that i will get a full refund, i confirmed for cancellation. but later i got an email that part amount will be deducted towards agent booking charges. if the cancellation is by indigo why do i bear such cancellation charges?",Economy Class,1,False,390,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Mumbai to Guwahati,October 2022,1.0,Not informed,IndiGo,India,False
2022-10-21,Pre booked meals given priority,1.0,"i flew mumbai to chennai on 21st oct 2022. the inflight service was very bad. the announcement to buy food and beverages online was made but no crew came and asked if we would like to buy anything. when i called them to ask for a tin of cookies for my son, the 1st time i was told they need to serve pre booked meals 1st and then only they will get back to me, and the 2nd time again i asked while collecting trash and they said give us 5 minutes. so basically only pre booked meals passengers were given priority while those even though willing to buy in the air were not even asked if they wanted water. the crew just moved past my row and i had to call her back to ask for the cookies. if this is the kind of service offered, it's better indigo clearly states that only pre booked meals will be given any priority. why make the false announcements of you may purchase any snacks you wish to. i would rate this kind of service negative. very very disappointed.",Economy Class,1,False,391,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Mumbai to Chennai,October 2022,1.0,Not informed,IndiGo,India,True
2022-10-23,Never be flying with them again,1.0,"airline changed our flight by 3 hours - 3 days before our flight to male. we were unable to make our connection flight to our much awaited resort holiday we we booked 6 months in advance, the best the airline had to offer was offer a next day flight or a different flight with a longer travel time by more than 6 hours, our stay was cut short by this stupid airline. will never be flying with them again. customer service manager utterly useless. all foreigners please stay away from this scam airline - unreliable",Economy Class,1,False,392,1.0,1.0,Not informed,Not informed,Couple Leisure,Not informed,Cochin to Male,October 2022,1.0,Not informed,IndiGo,India,False
2022-10-30,Scattered from seat no 15 to 31,3.0,all the paid window and aisle seats are reserved for those who will pay for it. me and family got scattered from seat no 15 to 31. during boarding they made us a call to run fast towards gates even when we checked in an hour before the departure time.,Economy Class,1,False,393,1.0,1.0,1.0,1.0,Family Leisure,Not informed,Bombay to Delhi,October 2022,1.0,1.0,IndiGo,India,True
2022-11-02,Management should be truly be ashamed,1.0,"so, i tried to heed the many warnings that i saw in this airline's terrible reviews regarding their baggage “scam” policy. i recently had a flight from mumbai to maldives, for which the ticket fare was $159 for a one-way ticket. still a little pricey, but not bad. the only reason why i took this airline was because it was the only airline available that had a direct flight to the maldives. after booking the ticket, i noticed right away that it said only 20 kilo bag allowance. my initial thought was that it was a low weight for an international flight, but i'm sure i can purchase a bag, just in case. the week of the flight, i spent quite a bit of time looking through the baggage options. one problem is that the website will not allow you to add a bag until 48 hours before the flight, which is incredibly inconvenient when you are traveling. at 48 hours, i started the attempt to add a bag. the website is not user-friendly when it comes to adding bags. when you click on the add bags button, it takes you to another screen which then has two more buttons for add to cart or purchase now. neither of these buttons work. i tried on safari, chrome, and also my mobile. nada. the day before the flight, i spent well over an hour trying to figure out how to do it. on my mobile, i was able to get a little closer to where it would add excess weight, but only 5 kilos. you click on that button and the screen goes blank. long story short, i had to spend an enormous amount of time on my holiday trying to add a dang bag. i finally found the loophole. when you go to 6e add-ons (where the add baggage should be but isn't) and just click on anything that is listed. it will take you to the add-on page and then there it is. add a bag. more confusion sets in, because it says add an additional bag for 1800 rupees (~$22 usd). i thought, perfect! one catch, i didn't see anywhere that says what the additional weight is of that bag like you do on all the other airline websites out there. the morning of the flight, i saw my bags were still a little too heavy, so i added an extra 5 kilos, which was $40 for just 5 kilos. yes, $40 for just 5 kilos. i get to the airport and my two bags were 35 kilos. guy said that my bags were too heavy. i was so confused. i tried what i could to avoid a nightmare and yet it happened anyway. come to find out, you are allowed 2 bags of 20 kilos total. doesn't say total on the website. so, you have to pay $22 extra for the same exact weight, but for an additional bag! what the ever living. that makes no sense. you pay extra for a bag, but actually get less weight, because the additional bag will also add weight, so you have to pack less items. what a disaster. i ended up having to pay $162 in baggage fees for my $159 flight. how the government allows this, i have no clue. i saw a review where someone mentioned highway robbery. good description, but more like extortion. i also notice that it tends to happen more to foreigners traveling. you have been warned, do not use this airline. hopefully one day, a reputable airline like vistara (which was great) will buy this company out and change things around for the good, because the current management should be truly be ashamed. and if anyone asks about the plane size and baggage weight, it was a normal size plane, probably more to the larger size. there is only one reason for these kinds of prices and it is greed. beware!",Economy Class,1,False,394,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Mumbai to Male,October 2022,1.0,Not informed,IndiGo,India,True
2022-11-05,I had an outstanding experience with this airline,10.0,"i had an outstanding experience with this airline flying three routes from blr to hyd, then hyd to lko and then lko to bom. all three flights left right on time and arrived early to their destination. check in was easy at airport and used their app for boarding passes and check in. on board the crews were polite and worked swiftly to serve passengers. i am unsure why all of the negative reviews, this airlines is leagues above any us carrier.",Economy Class,1,True,395,1.0,1.0,1.0,1.0,Business,A320,Hyderabad to Lucknow via Mumbai,November 2022,1.0,1.0,IndiGo,India,True
2022-11-11,Air hostesses were very polite and accommodating,10.0,the air hostesses were very polite and accommodating. they ensured i had a very comfortable flight. very pleased with their service and would definitely recommend this airlines.,Economy Class,1,True,396,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Delhi to Jaipur,November 2022,1.0,Not informed,IndiGo,India,True
2022-11-18,Airline had misplaced my luggage,1.0,"the airline had misplaced my luggage and after raising the issue at the airlines baggage claims section, i was provided a contact number and told to call the number the next day and it will be sorted in a day or two. i've been trying to reach them since the past three days but no one answered the calls. i wasn't expecting this kind of attitude from the staffs. i'm giving this review for the pathetic service from the ground staff handling the baggage section",Economy Class,1,True,397,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Imphal to Bangalore,November 2022,1.0,Not informed,IndiGo,India,True
2022-11-21,Baggage allowance is 15kg checked-in,1.0,think twice before booking connecting flights with indigo in india. the baggage allowance is 15kg checked-in / 7kg carryon includes personal item. recently traveled from amritsar to delhi. learnt the hard way. no thought given to int'l travelers. inflight not even a glass of water offered to passengers who have not ordered pre-book meal.,Economy Class,1,False,398,1.0,1.0,1.0,1.0,Family Leisure,Not informed,Amritsar to Delhi,November 2022,1.0,Not informed,IndiGo,India,True
2022-11-30,Staff were courteous,8.0,"a lcc so have your expectations low but certainly this lcc is better than many full fledged carriers. on time performance is their main usp, best in india so was my flight, departed and arrived on time. aircraft was clean and fresh, staff were courteous, seats are ok for 1-2 hr flight. snacks and beverages on payment or pre-booking.",Economy Class,1,True,399,1.0,1.0,Not informed,Not informed,Solo Leisure,A320 Neo,Jammu to Ahmedabad,November 2022,1.0,Not informed,IndiGo,India,True
2022-12-01,Clean cabin with smiling cabin crew,8.0,"though a lcc still best airline in india when on time performance is concerned, also clean cabin, ok seats and courteous staff, at any time yes for this airline. departed on time, arrived the destination before time, what more was needed for a short flight, also clean cabin with smiling cabin crew.",Economy Class,1,True,400,1.0,1.0,Not informed,Not informed,Solo Leisure,A320Neo,Delhi to Jammu via Srinagar,November 2022,1.0,Not informed,IndiGo,India,True
2022-12-05,They did not let me check in,1.0,"i repeatedly asked for assistance in checking in. 2 crew with indigo uniform pointed me and made me line up for check in counter. after 30 minutes, it was then my turn. counter said it was local flights only. the international counter to sg was on the other side. because of them, i was not allowed because the international counter closed 5 minutes before i arrived. i kindly asked for help from the manager. but the manager only did bare minimum. my baggage is only hand carry and immigration forms has been submitted beforehand. just needed to print boarding pass. it was a connecting flight booked through kiwi.com. even after explaining and begging, they did not let me check in. i asked for help in rebooking, but they did not even help in that. i had to waste a lot of money because of their incompetence. totally not recommended.",Economy Class,1,False,401,Not informed,Not informed,Not informed,Not informed,Solo Leisure,Not informed,Bangalore to Singapore,December 2022,1.0,1.0,IndiGo,India,True
2022-12-07,No initiative or drive from any staff,1.0,"a disgrace to indian civil aviation. in an almost empty airport and when web boarding pass wasn't available, it took the staff 2 hours to let old and young passengers check in their luggage. no initiative or drive from any staff to care for or even ask the elderly waiting in line and clearly uncomfortable or even share any words of comfort. a workforce alien to human emotions and welfare.",Economy Class,1,False,402,1.0,1.0,1.0,1.0,Solo Leisure,A320,Doha to Cochin,December 2022,1.0,1.0,IndiGo,India,False
2022-12-11,They are unable to trace the bag,3.0,"i had a recent travel with indigo from dammam to bangalore via hyderabad. while transit one of my hand bag was missing from hyderabad, upon asking the same the staff behavior was so bad that they didn’t even apologize for the missing bag and not bothered to answer properly. after waiting for one hour in airport finally they said that they have made a mistake and my bag was still in hyderabad, they handed over a pir stating that they will send the bag asap, after two days when called there is no proper response and still they are unable to trace the bag.",Economy Class,1,False,403,1.0,1.0,1.0,1.0,Business,Not informed,Dammam to Bangalore via Hyderabad,December 2022,1.0,1.0,IndiGo,India,False
2022-12-16,Boarding and departure were on time,5.0,it's fares were similar to other full service carriers minus the in flight catering. after i was unable to travel on my previous flight to bom i had to book another flight quickly so i managed to find this flight which came at a modest cost (compared to other carriers) due to the late night departure. the boarding and departure were on time.,Economy Class,1,False,404,1.0,1.0,Not informed,Not informed,Solo Leisure,A320 Neo,Kolkata to Mumbai,December 2022,1.0,Not informed,IndiGo,India,True
