date,header,rating,content,seat_type,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,value_for_money,recommended,id,type_of_traveller,route,date_flown,aircraft,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2022-07-16,Will not be flying turkish airlines again ever,1.0,"requested special meal and confirmed with the staff over the phone and during check-in but our meal was not served during our flight. flight was delayed and missed connecting flight. hotel was given but visa needed to be obtained and paid by the passengers. the visa process is cumbersome. it can only be applied online and paid with a credit card. there is no option to obtain visa at the airport and make cash payment. their card acceptance system is poor. turkish airlines does not help in any way to facilitate the visa process even though the flight was missed because of delay on their part. the food at the free hotel was not edible and we had to order room service and pay out of pocket. half of the people do not get to use the free hotel because they are not able to navigate the evisa process which is required to cross immigration and reach the hotel desk. they make you wait about 45 minutes after you put you name down for free hotel at their desk. the hotels are at least 45 minutes ride from the airport. so, even after you are able to navigate their cumbersome evisa process, it takes about 2 hours to get to your hotel room after you put your name down at the hotel desk for free hotel. very poor airline with staff not able to communicate properly. staff at the ist airport are hostile and do not want to help. inflight food was horrible and not enough. seats were broken and seatback pockets were ripped. will not be flying turkish airlines again ever.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2158,Family Leisure,Kathmandu to Dallas Fort-Worth via Istanbul,July 2022,"A330, Boeing 787",1.0,1.0,Turkish Airlines,Turkey,True
2022-07-17,Every flight we took was delayed,1.0,in addition from flying to san francisco to istanbul we used to turkish airlines to fly between turkey and greece. every flight we took was delayed. one of the worst delays was when we were leaving san francisco. they filled up the plane and we sat there for two and a half hours because of a technical issue on the plane. the flights from san francisco to istanbul and back are 12 to 14 hours. there was less legroom and overall space on these flights then the short flights we took within turkey and greece. the planes were old  and uncomfortable. it took us 27 hours to get from athens to san francisco and i wouldn't want anyone to experience what we had to at istanbul airport when trying to get rebooked. imagine hundreds and hundreds of people all at once in a extraordinary long line with several turkish airlines officials walking around unwilling to help and not knowing what to do. one funny part was when a turkish airlines official once every 45 minutes would walk towards a large crowd with a thick pile of boarding passes in his hand and yell out a name of a city and then yell out last names.,Economy Class,1.0,1.0,1.0,1.0,1.0,False,2159,Couple Leisure,Istanbul to San Francisco,July 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-07-18,Didn't get the seats that i selected,1.0,"i've heard good things about turkish airlines before flying with them. however, they really disappointed. my first outbound flight was delayed by more than one hour. the reason was the crew in newark didn't show up on time.  i've pre-paid for the seat selection, but i didn't get the seats that i selected. not only did i get stuck in the middle row, but also now i have to deal with their poor customer service to get the money back. my bag was lost and there wasn't a single airline representative in ewr to help with questions on what to do next. again, really poor customer service that doesn't have answers to most basic questions.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2160,Solo Leisure,Istanbul to Newark,July 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-07-19,Give me $20 dollar discount per ticket,4.0,we bought round trip tickets from them houston to istanbul. after the first flight in december 2021 we needed to extend our stay from 1st march. so we called customer service and they said they can put a hold on ticket and we can rearrange the dates when we want with $235 fee per ticket. when we needed to use the ticket for the date we want to use they asked for almost another around trip ticket fee for the changes. i said i have a ticket that i haven’t used isn’t it should be cheaper? they said they are willing to give me $20 dollar discount per ticket.,Economy Class,1.0,1.0,1.0,Not informed,1.0,False,2161,Couple Leisure,Houston to Istanbul,November 2021,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-07-20,Departure be so many times delayed,5.0,"my flights was moved firstly from 3:25 to 5:30, then my flight was moved from 5:30 to 6:30. now is 6:30 and people are just entering the plane. today is 20 july, i cannot understand how could one departure be so many times delayed and time changed?",Economy Class,1.0,1.0,Not informed,Not informed,1.0,True,2162,Solo Leisure,Moscow to Antalya,July 2022,TK3139,1.0,Not informed,Turkish Airlines,Turkey,False
2022-07-20,It couldn’t have been better,10.0,"this was my first intercontinental flight since before the pandemic and it couldn’t have been better. while the business class seat is average on the a330, the service absolutely made up for it. on our flight from boston to istanbul, the flight attendants were great and very attentive. every time i finished my drink a fa would come up to me and ask if i wanted anything else and when i finished a meal, the fas were quick to remove it from my tray table. the food was fantastic, by far the best catering i have had in a long time on any business class flight. it is clear that turkish has put a lot of effort into their soft product, something i wish airlines here in the us did. in addition, turkish’s business class lounge in istanbul is magnificent, there were so many places to get food with so many choices, it was unbelievable! the long also contained a golf simulator and flight simulator that made me wish my layover was longer so i could enjoy the lounge more. overall, this was a very pleasant experience experience to welcome me back into intercontinental flying after 2 years away from it.",Business Class,1.0,1.0,1.0,1.0,1.0,True,2163,Family Leisure,Boston to Athens via Istanbul,July 2022,A330-300,1.0,1.0,Turkish Airlines,Turkey,True
2022-07-22,Lack of any common sense,3.0,"flight tk1864 (fco-ist) departed 1hr+ late from rome due to a late inbound aircraft. we informed the agents in rome we had connections in istanbul, and they didn’t do anything at all to find alternatives for us. upon arrival in istanbul, no announcement was made by the flight attendants to provide priority of deplaning to passengers with connections. at that point, my pregnant wife and 4yr old son ran across the airport from gate f8 to b17 to find that the plane had already left. the ticket agent at the gate made no efforts to accommodate anything for us and directed us to the customer service desk across from gate a2 upon arriving to the customer service desk, we had to speak to 3 different people to get something worked out for us: - first agent: looked at our tickets and said: “you have to re-do the line, i only work on ticket sales - second agent: offered the next available departure to dubai (next day, almost 24hrs after), when i asked that we really needed to get back to dubai that night and to look for different options with other airlines, i suggested for example via doha, he told me “tell me another connection you want me to look for”. he proceeded to give me a boarding pass on the original dubai flight send me to his colleague for “further help”.  third agent sends me to the hotel desk at that point, we realized that agent #2 had just booked me (not my wife or kid) on the next fight, so we had to go back to him to re do it. as instructed, we went to the immigration counter, where the immigration agent asked us for our visas to enter turkey. had to go back again to the “visa” counter – where i was charged $30 per passenger. i flagged one of the turkish airlines employees there, explained my situation and requested for the airline to pay for my visa, as it was not part of my original plan to stay in turkey; he responded: “why we will pay? this is the country law; you have to pay.” i was astonished with the lack of any common sense and cordiality that everyone exhibited. i end up paying for the visa, get to the hotel counter, and after 20 mins, we are handed a pass for an hotel, we are loaded into a bus and driven an hour and dropped at this hotel at 4am.",Economy Class,1.0,1.0,1.0,Not informed,1.0,False,2164,Family Leisure,Rome to Dubai via Istanbul,July 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-07-23,I paid extra for more space,1.0,"i paid extra for premium so i could have more room. a man gets on last and asks if anyone is sitting there and the flight attendant tells him he can sit there. the man then proceeded to try and take up as much space and take his shoes off. i paid extra for more space and it was the same amount of space as other seats. hardly had any room. the cabin was hot, the wanted 95bd for a checked bag. no in flight entertainment, no plug in to charge devices. i will never be flying with them again.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2165,Solo Leisure,Bahrain to Istanbul,July 2022,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
2022-07-23,Crew very nice and food very good,8.0,"singapore to london via istanbul. first time using turkish airlines, check in at singapore was fine security quick and the lounge was just okay nothing great. boarding a little late and chaotic but got there in the end, seat 3a in a 2-3-2 configuration a bit outdated but was fine as my neighbour was my partner otherwise not very private. the seat itself was comfortable the crew very nice and the food very good arriving at istanbul more or less on time used the turkish lounge for 2 hours which was really very nice, boarding the 2nd flight to london again same seats and another newer 777-300er food was great for this 4 hour flight service good and arrived 30 minutes early, would consider turkish again if the right price",Business Class,1.0,1.0,1.0,1.0,1.0,True,2166,Couple Leisure,Singapore to London via Istanbul,May 2022,Boeing 777-300ER,1.0,Not informed,Turkish Airlines,Turkey,False
2022-07-26,Rather amateur in business class,6.0,"i found turkish airways to be rather amateur in the business class game; most of the staff are well intentioned, but lack polish and refinement. upon boarding, there was no greeting or assistance to your seat. a non-alcoholic drink is served before take-off, but on departure it took nearly an hour for my first drink to arrive. they ask what you want, and then spend ages setting up the drinks in the 'bar' at the front of the cabin. staff then fluff about, looking through the list of requested drinks, and bringing them out one-by-one. nuts can come before or after, but not at the same time. all meals were decent, but unmemorable. food is no longer served seat-side, but is delivered on a tray. i was never offered a top-up for drinks, and had to request this. water is not served with your meal or alcoholic drink; you need to request. drinks are poured at the 'bar' and delivered to you. at breakfast, there was never any offer of juice - just tea or coffee. service was generally very rushed.  seats were comfortable - in a 2-2-2 configuration; a seat-topper and pillow case was provided. ife was pretty pathetic and the movies were almost always mainstream. all in all, it was fine, but not worth the money.",Business Class,1.0,1.0,1.0,1.0,1.0,False,2167,Solo Leisure,Ankara to Bangkok via Istanbul,July 2022,Boeing 737 / A330,1.0,Not informed,Turkish Airlines,Turkey,True
2022-07-29,No one knew how to handle this situation,1.0,"i was flying from bom to cun using my (unused) schengen visa. mexico immigration clearly says that a person having a valid schengen visa does not require a mexico visa to for short-term travel to mexico. following the rules, the turkish airlines staff boarded me and issued boarding passes from bom to ist and ist to cun. i reached ist and when i reached the boarding gate of my mexico flight, i was denied boarding by the turkish airlines staff citing that the schengen visa must be used before to travel to a schengen country before flying to mexico. this self made logic of theirs is ridiculous because firstly - 1) mexico govt simply mentions that any type of multi entry schengen visa is accepted. 2) a visa is not an obligation to travel, if i got a schengen visa that does not bound me to travel to europe. 3) also, i know a couple of my friends who also flew to mexico on their unused schengen visa with other airlines and they were allowed entry to mexico without any hassles at the mexico airport immigration. after i was denied boarding at istanbul (ist) airport gate, i was made to run behind counter after counter but no one in the turkish airlines staff actually knew how to handle this situation and they demonstrated an utmost level of hostility and lack of empathy. because of all this, my entire trip got ruined. now i have been waiting for a week for at least a full refund if not compensation for the mental agony they caused me but they are not responding and acting as if nothing happened.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2168,Solo Leisure,Mumbai to Cancun via Istanbul,July 2022,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
2022-08-01,Overall the whole journey was good,7.0,"at first we booked our tickets last minute as we were going to travel with other airline. during the check in process we went to the dedicated turkish airlines business class counters which has two rows each one with few check in counters, we went to the first row and the staff told us that it was full so we had to go to the other row. during the check in process the lady at the desk insisted in speaking turkish, although i have been telling her that we don’t speak turkish however she did not care and kept speaking turkish which made the check in process very difficult. after we done with check in we went to the security and immigration using the fast track for tk business class which was as busy as the regular line. the turkish airlines business class lounge was very crowded and took us some time to find a place to sit, however the lounge has so many facilities that my two hours before the flight was not enough for me to enjoy the lounge. after going to the gate there was no line for business class, however at the airbridge business was separated from economy. at the aircraft the seats looked very dated i can tell that this aircraft was in service for more than 10 years without being upgraded. the service from cabin crew was good however not as expected for premium class. before take off and while passengers are entering the aircraft the ac was turned off which was very hot and i started feeling dizzy and informed one of the flight attendants called for a doctor and made sure that everything was fine with me. after take off the turn on the ac which made the climate gets better. since i ate at the lounge i only had the appetizer without the main meal. the ife was dated, however one of the best thing i like about turkish airlines is their onboard wifi service it is one of the fastest i have tried in any flight and as a business class passenger they offer 1gb free and after that you can purchase extra data. overall the whole journey was good.",Business Class,1.0,1.0,1.0,1.0,1.0,False,2169,Couple Leisure,Istanbul to Amman,July 2022,A330,1.0,1.0,Turkish Airlines,Turkey,True
2022-08-07,Told the gate was now closed,1.0,"original route was mru-ist-cph-svg and booked direct with tk. we are 2 adults and 2 children. we were in transit at ist and arrived at the gate ahead of time before boarding started for our next flight to cph. after the boarding queues had reduced we approached the desk to board only to be very abruptly told the gate was now closed and we must stand aside. the gate staff then proceeded to process standby passengers and allow them to continue to board the plane. we stood directly at the counter next to them and watched with disbelief as the gate staff re-assigned our seats to standby passengers and allowed them to continue to board. no-one even bothered to look at our boarding passes or acknowledge any of our requests for help or offer any explanations. we were just shouted at repeatedly that the gate is closed (and i do mean shouted at). we were told to leave the area and go to a service desk which proved to be a roulette wheel of disappointment & frustration resulting in tk saying there was no availability and we must wait at least 72 hours to continue our journey and simply ignored our request for any hotel recommendations or even entry visa assistance for türkiye (we were in transit). after much back & forth and coaching the ‘help’ staff in searching for alternative routes we managed to find a flight to ams later that same day. incredibly, tk then made us pay for a ‘new’ ticket rather than reroute our existing one. and the final cherry on the customer service cake was then being informed that when we arrive in amsterdam we must find another airline and source and pay for the final flight to norway ourselves as tk could not help with that route (special thanks to klm who were very understanding and helpful). in summary it cost us an additional $4000 usd to reach our end destination despite holding valid tickets & boarding passes for all our original tk itinerary. we are all still dumb-founded at how rude and indifferent the tk ground staff acted and treated their customers. this was the first time we decided to fly with turkish airlines and it is most certainly the last solely because of the ground staff service at ist which was truly disappointing in every way. avoid at all costs.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2170,Family Leisure,Istanbul to Amsterdam,August 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-08,Crew was always friendly,8.0,"agent at check-in jakarta tried to change seats with no aircraft change, which were pre-booked since months. had to make a point and stand firm to let them respect my wish to sit together with my wife and to get the seats we booked. at the end we got what we wanted. contract lounge in jkt quite modest, but good enough. flight to istanbul with very comfortable seats but no pro-active service. you had to ask for everything, but crew was always friendly and did fulfill what required. food was ok, but the whole ""dinner-even"" took ages. after a good sleep of about 5-6 hours, breakfast was served efficiently. transit in istanbul very nice with lovely lounge, multiple food options and excellent turkish coffee. onward flight on a330 in 2+2+2 configuration, nice breakfast with very nice crew (this time pro-active). luggage in amsterdam came quickly, which surprised me, having read about the mess they are coping with since months.",Business Class,1.0,1.0,1.0,1.0,1.0,True,2171,Couple Leisure,Jakarta to Amsterdam via Instanbul,June 2022,Boeing 777/A330,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-09,End up separated from the kids,1.0,"absolutely the worst airline you could fly with. last year a luggage was lost. this year a luggage was lost. both years our seats were assigned separately and no one would help, a 2 year old kid, a 4 year old kid were all seated separately. approaching multiple times, we were told that there is nothing they could do. of course we end up separated from the kids. let alone that their customer service sucks.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2172,Family Leisure,Istanbul to New York,August 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-09,Closed the gate and denied us boarding,1.0,"worst travel experience. delayed on departure, pilot didn't make up any time in the 10 hour flight for people get to their connecting flights in time. we arrive in istanbul for our connecting flight with the same airline and they had already closed the gate and denied us boarding. the passport check forced us to get visas to go to the hotel for 3 hours. now not only are they not compensating us for the delay and hard time and lost time from our trip but they are also denying paying for the visas we had to purchase on their account.  i'd pay double next time not to travel with this airline. not that the tickets were cheap to begin with at $1,500 a piece for $4,500 total.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2173,Family Leisure,Newark to Thessaloniki via Istanbul,July 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-10,Experience was mediocre,6.0,"overall, the experience was mediocre. when i transit from bkk to kul, i was lost. no guidance and airline transit counter were not opened. no lounge was provided until i waited 2-3 hours to wait until the counter opened.  when i boarded, the air host was not friendly, i misunderstood her question for what i drink. indeed, friendly smile was rarely found in the flight.  the option for inflight entertainment was very limited. the seating configuration is kind of outdated and in need of upgrade to proper privacy to passengers who paid premium price.",Business Class,1.0,1.0,1.0,1.0,1.0,False,2174,Business,Kuala Lumpur to Istanbul,August 2022,Boeing 777-300ER,1.0,1.0,Turkish Airlines,Turkey,True
2022-08-11,They gave me no compensation,1.0,"turkish airlines is good in the air, but when they have logistical issues on the ground, they are incompetent and rude. i flew from trabzon to istanbul for a layover, then istanbul to milan. both legs were with turkish airlines. the trabzon to istanbul flight was over an hour late. the milan flight did not wait for me and because the trabzon-istanbul flight was late, i missed my connection to milan. this was on wednesday august 3 in the late evening. i was flying business class to milan, so i went to the business class lounge to check what happened. they gave me no compensation, and were only willing to book me a future flight (only economy class seats available). they were unwilling to help arrange accommodation that evening, even though this situation was the fault of turkish airlines. and despite the stressful situation, they did not let me use the business class lounge to at least figure out my situation or eat dinner. staff at the business class lounge were extremely rude and had a terrible attitude.",Economy Class,1.0,1.0,Not informed,Not informed,1.0,False,2175,Solo Leisure,Istanbul to Milan,August 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-13,Tried to change her her ticket,1.0,"my daughter had to return early from our trip to greece and i tried to change her her ticket before we left. when i called they said once i arrived in greece change the ticket to a flexible ticket. i did what i was told, and spoke to four agents all of which hung up on me or transferred me and was told in the end there was no such thing. i ended up buying her a full price return flight on delta. i will never fly this airline again.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2176,Family Leisure,Boston to Athens,August 2022,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
2022-08-15,No record of our seat booking,2.0,"i booked my flights online in march 2022 and i purchased our seats at the same time. but, when we tried to manage our booking and choose our meal, there was no record of our seat booking on their system. but the money has already been taken from my credit card by this time. we spoke to customer service many times, perhaps about six or seven times between my wife and myself, but they were unable to sort it out since their system would not allow them to do the changes. when we checked ourselves in at edinburgh airport in july, we tried once again to get us our booked seats but the lady behind the counter was so rude and unsympathetic. she gave us different seat numbers between edinburgh and istanbul and separate seats between istanbul and jakarta. my kids were 14 and 10 years old at the time. this was the last time we took turkish airlines.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2177,Family Leisure,Istanbul to Jakarta,August 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-15,Didn't know i'd even be on the flight,1.0,"i flew qantas from sydney to singapore, then turkish airlines from singapore to istanbul, and from istanbul to tel aviv. on the way from singapore to tel aviv, the flight was fine. the staff were rude, but the in-flight entertainment and the food were really good. on the way back though - it was a disaster from start to finish. first, we arrived at ben gurion airport to check-in. i was travelling in a group booking with 20 other students. the turkish airlines staff member checked in 11 of us, and then said ""sorry the flight from istanbul to sydney is full, the rest of you are on standby.' we were travelling on a study program and couldn't be separated, but they didn't care. apparently the flight had been overbooked by about 15-20 people. we were all still able to get from tel aviv to istanbul without any issues. we were delayed by two hours in tel aviv because a turkish airlines staff member locked themselves outside at our gate. they had to wait for someone to let them inside. the person who came to let them in locked themselves outside. so, now we had two turkish airlines staff members locked outside. about two hours later, they were both let back inside and we could finally get on board to istanbul.  in istanbul, 7 of the 9 remaining students were able to get on a flight - including myself. i didn't know i'd even be on the flight until 5 minutes before the plane started to take off. it was actually me that was meant to be on standby, but one of the other students volunteered as a tribute in my place. they forgot to give me my luggage receipt (which i didn't even think to check until boarding). this made my lost luggage extremely difficult to track once i arrived back in australia. thankfully i did manage to get my luggage back after a 8 hours on hold and 11 days of waiting.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2178,Solo Leisure,Tel Aviv to Singapore via Istanbul,July 2022,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
2022-08-16,Always ensure you check in online,7.0,"i usually always love flying with turkish airlines but my latest experience left me disappointed. i was travelling on a codeshare ticket with malaysian airlines. this meant i was unable to do online check in before arriving at the airport. i received an unusual text from turkish airlines about 20hours prior to departure if i would like to give my seat up and get a refund to go to the denied boarding office at istanbul airport. no phone number or any way to discuss this offer further. i checked in at the airport 3 hours prior to departure and was told there are no seats for me. flight is overbooked and to go to the gate and wait there. i feel this situation should be handled more carefully by the ground staff. i appreciate flights get overbooked but they need to explain this arrangement better. the agent clearly didn’t want to go over how it works, just that if i don’t get on the flight i’ll be looked after with accommodation and booked on another available flight. at the gate the ground staff again were not so helpful and just told a few of us to wait to one side once all passengers boarded (around 6 of us were in the same situation and all on codeshare flights!). they accepted us on the flight and explained some connecting passengers landed too late to make it to the gate in time. they need to improve their handling of overbooked flights as i am sure this is happening a lot and it causes a lot of stress for full paying passengers who expect more from a world class airline such a turkish airlines. i continue to recommend the airline as their inflight experience is excellent, however always ensure you check in online so you aren’t left without a seat!",Economy Class,1.0,1.0,1.0,1.0,1.0,True,2179,Solo Leisure,Istanbul to Kuala Lumpur,August 2022,Boeing 777-300ER,1.0,1.0,Turkish Airlines,Turkey,True
2022-08-17,Avoid this airline,1.0,the worst airline operating in europe. often late. no compensation. no food or drink when delayed. poor food and entertainment. business lounge is terrible. business seat is so uncomfortable and does not go flat. avoid this airline.,Business Class,1.0,1.0,1.0,1.0,1.0,False,2180,Business,Paris to Istanbul,August 2022,A321,1.0,1.0,Turkish Airlines,Turkey,False
2022-08-18,I was not able to get my seat,1.0,"the day before my turkish airlines flight on the 16th of august 2022, i purchased an upgraded seat (38 euros) and 5kg of extra baggage (68 euros). i had upgraded from seat 29a to seat 5a, meaning i was going to sit in the front row, behind business class. when i arrive at the airport, i am informed at the check-in service that i am not allowed to check in 5kg of extra baggage. i also see that the seat number on my boarding pass is 29a, not 5a as i had paid for. when i get to the gate, i confront the flight representative from turkish airlines, and he says that the flight is overbooked, and this is why i was not able to get my seat, or my extra baggage. i am told to contact turkish airlines customer service to get my money back. i arrive back in copenhagen and contact turkish airlines customer service, and i am told to send in a feedback form. i do so, including all my information about the issue, and the day after i get an email saying "" we can detect you were seated in the correct seat (29a) and can therefore not offer you a refund. basically they didn't take their time to review the information they gave them, so i called them back. i get met by one incompetent customer service representative after another. first they say they don't know what to do, second i get sent to another representative who says they are having technical issues and i should call back at a later time.   i will continue my attempts to get my 98 euros back, but i bet it will be a very difficult proccess.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2181,Solo Leisure,Istanbul to Copenhagen,August 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-19,Different seats assigned to us,2.0,"i purchase my tickets on june 3rd and paid additional $312 for assigned seats from lax to ist and back. well, flying there wasn't a problem, but coming back i got different seats assigned to us even though i picked my seats. the representative at the airport said that the aircraft was changed -it wasn't. they told me that i will get my refund at the counter, but they just give excuses. they told me to call to turkish airlines office and get my money back. i called customer service and they told me to fill put a form and some will get back to me. of course no one did.  i called my credit card company after waiting for 4 days and disputed half of $312. and on top of that istanbul airport screens some flights you right before you get on the plane. and the face of all guards, that are checking you, is so arrogant.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2182,Family Leisure,Los Angeles to Istanbul,August 2022,B77W,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-19,My paid seat has been sold 2 times,1.0,"very bad, delay from los angeles for no reason. on arrival stood in front of a closed gate because the connection flight was overbooked! actually my paid seat has been sold 2 times! zeer slecht, vertraging vanuit los angeles zonder opgave reden. bij aankomst voor een dichte gate gestaan omdat de connectie vlucht overgeboekt was! eigenlijk mijn betaalde stoel is 2 keer verkocht!",Economy Class,1.0,1.0,Not informed,Not informed,1.0,False,2183,Solo Leisure,Los Angeles to Amsterdam via Istanbul,July 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-19,Managed to lose our luggage,1.0,the airline managed to lose our luggage. the bad thing was for 1 week we were calling them and each time they were saying a different thing. we only got one of our suitcases after a week while the other one was lost. their attitude was rude and not helping.,Economy Class,1.0,1.0,1.0,Not informed,1.0,False,2184,Family Leisure,Billund to Van via Istanbul,July 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-20,Customer service was horrendous,3.0,"the flight was delayed more than 8hrs. the customer service was horrendous. they took us to a hotel 2 hrs away from the airport which was below all standards,  and it was very obvious that the room was not cleaned.  the seats were not comfortable.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2185,Family Leisure,Skopje to Miami via Istanbul,August 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-20,Extremely dissatisfied,1.0,after missing my flight they showed no interest in helping me book a new flight. as my confusion grew with the booking prices and unanswered questions they waved me away. the inflight staff was also forgetful and rushed service even though it was an 11hr flight. overall extremely dissatisfied.,Economy Class,1.0,1.0,1.0,Not informed,1.0,False,2186,Solo Leisure,Dallas to Istanbul,August 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-23,Older version of business class seats,2.0,"paid a full fare in business class from luxembourg to bahrain via istanbul. first leg all went ok with a321, service and seat. second leg was disaster, chaotic boarding in istanbul, the aircraft has an older version of business class seats that didn’t recline fully.",Business Class,1.0,1.0,1.0,1.0,1.0,False,2187,Business,Istanbul to Bahrain,August 2022,A330,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-24,Only 2 seats were extra leg room,1.0,"in january 2022 i booked on turkish airlines website 3 tickets for my family to fly from bucharest (romania) to los angeles with layover in istanbul. the first flight was code-sharing (operated by tarom airlines) while the second was turkish airlines. in april 2022 i received an email from turkish airline stating one of the flights has a new departure time (not important, 10 minutes time difference). i entered turkish airlines website to accept the change however it was not possible, the error message stated i should contact customer service to accept the change. i called customer service and told them i accept the change, the person i talked to said it is ok, he accepted the change for me. the next day i checked the reservation status on turkish airlines website and i noticed that for the 3 passengers i can see only 2 e-ticket numbers (the 3rd one was gone). i called customer service and after commenting that “your flight is in 4 months from now”, they said there is an error in the system and they submitted an internal ticket, it will be fixed in 1-2 weeks. i waited 1 week, no change so i called them several times over the following 2 months and also wrote emails to customer service. finally on june 10 they wrote back to me saying: “we have checked our system logs and detected that there was a systematical error regarding the reissue of your ticket.” as solution the moved the 3rd passenger to a new booking (2 passengers on 1 booking code and the 3rd on a different booking code). i said than you and asked them to assign also the extra legroom seat i paid for to the new tickets. they confirmed they did. one day before the flight i tried to do the online check in. “ticketing error” was the message, so i called customer service again. they confirmed in their system all looks good, no problem, i should not worry, i can check in at the airport. on the day of flight, we arrived early at the airport in bucharest and spent 1 hour with the check in supervisor in tarom because she was not able to check us in for the flight as the tickets were messed up. in the end (30 min before take-off) she managed to check us in for the flight to istanbul and said we should get the next boarding pass in istanbul airport. we ran through the airport and managed to board the flight. in istanbul at transfer desk they gave us the boarding passes for the los angeles flight. i said i want to make a formal complaint, however the lady at the transfer desk was not sympathetic at all, she did not care at all, she said i have to call/ write customer service for that. we boarded the flight from istanbul to los angeles, looked for our seats and discovered that only 2 seats were extra leg room (and we paid months in advance for 3 seats extra legroom). the 3rd seat was middle seat (not even aisle). the cabin crew said there is nothing they can do, the plane is full. the boeing b777-300er was old and dirty. the cabin crew was in a rush to finish their service then withdraw at the back of the plane to chat in turkish and ignore all the customers. they addressed me in turkish and only when i had the “i don’t understand” look on my face they switched to english.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,2188,Family Leisure,Istanbul to Los Angeles,August 2022,Boeing 777-300er,1.0,Not informed,Turkish Airlines,Turkey,True
2022-08-25,Everything was great,10.0,"from check in to landing, everything was great. almost no complaints. check in line was very long. but it was flawless experience. staff was very friendly and helpful. overall 10/10 service.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,2189,Family Leisure,Istanbul to Newark,August 2022,Boeing 787,1.0,Not informed,Turkish Airlines,Turkey,False
2022-08-26,I do not recommend this airline,1.0,"we bought a ticket for the istanbul-bodrum flight, i arrived at check-in, they gave me a ticket, when they gave me a ticket on the ticket it was written - sby - i noticed but did not understand what it means, but it turns out to mean something. it’s not a fact that you will fly on this flight, it means that 95% of you will not be put on a flight, you will only be put on a flight if the one who already has a seat does not come on the flight. this is what happened to me - they turned me and 4 other people around and said that they would not put me on the flight - it was terrible. they put everyone on the flight except us, although they all bought tickets at the same price and it was not indicated that they can turn us back. as a result, we were told to go to the airline office and talk to the employees there, they said that maybe they could help us. we had to go from the counter where the boarding took place to their office, we went around half the territory of the istanbul airport to chat with the employees. we were told that they would put us on the next flight in 19 hours - i began to resent and demand the next flight - we were told that everything was busy there. i told us it doesn’t matter, now someone has taken our seats on our flight, let them give us seats on the next flight. as a result, through scandal and nerves, we were given a flight after 5 hours, and all this time we had to wait at the airport. we were given a coupon for cheap burger king food that i don't even eat, and a coupon for 100 euros, which at first they didn't even want to give away, referring to the fact that such a big airline has no cash at the box office. and again, when i started arguing with them through their nerves, they paid $ 100 in compensation. as a result, a terrible attitude, spoiled mood before rest, spent the whole day at the airport waiting for the next flight.  i do not recommend this airline.",Economy Class,1.0,1.0,Not informed,Not informed,1.0,False,2190,Solo Leisure,Istanbul to Bodrum,August 2022,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
