date,header,rating,content,Seat Type,Value For Money,Recommended,id,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Type Of Traveller,Aircraft,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2022-07-16,"""Cabin was clean and fresh""",7,"✅ Trip Verified |  As most of the time good experience. Was traveling with only cabin baggage so no counter check in experience, boarding started on time and so as departure, even though it was raining heavily at Mumbai still departed on time. Due to weather it was little turbulent on the way and reached Ahmedabad on time. An hour long flight light snacks was provided. Cabin was clean and fresh, seats are ok.",Economy Class,4,yes,373,3,4,3,3,Business,A 320,Mumbai to Ahmedabad,July 2022,4,,IndiGo,India
2022-07-16,"""Average experience this time""",7,"✅ Trip Verified |  Average experience this time only because of delays, otherwise ok experience. Reached Airport on time but flight got delayed by one an half hour in last moment due to operational reasons, in place of 23:35 it got rescheduled at 00:55, Traveling with only cabin baggage so no check in experience,. Cabin was clean and fresh, no doubt Indigo cabin cleaning is best in India. Seat pitch is little concern for someone with 6 feet but still ok for 2 hr flight. Paid meal served, those who didn’t booked before would get only instant food like noodles or Upma. Overall reached Mumbai around 1 hr delayed whereas departed from Delhi around 1 and half hour. ",Economy Class,4,yes,374,3,4,,,Solo Leisure,A320,Delhi to Mumbai,July 2022,4,,IndiGo,India
2022-07-30,"""minimum everything""",1,"✅ Trip Verified | Bangkok to Riyadh via Mumbai. Really bad airline and transfer, I haven’t seen this long of a queue at the airport check in. Slow process. Bad uncomfortable seats, minimum everything, as the airplane was under staffed for sure (2 only for a huge airplane). It’s not like the price paid for ticket is even cheap, it’s at the average or even more. But they suck so bad.",Economy Class,1,no,375,1,1,1,1,Solo Leisure,,Bangkok to Riyadh via Mumbai,July 2022,1,1,IndiGo,India
2022-08-01,"""gate baggage was missing at Delhi airport""",3,"✅ Trip Verified |  My gate baggage was missing at Delhi airport. At the last minutes of boarding , airline staff asked me to take off the power bank from my gate baggage. And I did. But when I got to Bangkok, my bag was not on flight. Airport staff didn't put my bag in my flight on time. And today is the 5th day, I didn't get any information and the bag yet. ",Economy Class,3,no,376,1,1,,,Solo Leisure,A320,Dubai to Bangkok via Delhi,July 2022,1,,IndiGo,India
2022-08-09,"""they changed my seat""",5,"✅ Trip Verified |  We had confirmed our ticket on 22/07/2022. During confirmation they provided me a seat, which was 9D. But, during the period of Boarding they changed my seat to 33 D without any prior notification.  Their luggage handling system tore my luggage cover and there were several scratched on our luggage. They had boarded us on air bridge before making the aircraft ready. For this reason we had to wait on air bridge almost 20 minutes.",Economy Class,2,no,377,3,3,2,1,Business,,Goa to Kolkata,August 2022,2,1,IndiGo,India
2022-08-15,"""I want to thank the team""",10,Not Verified |  I want to take this opportunity to thank the Captain & cabin crew of 6E7475 CCU to IXR and all Indigo team. Last evening i have border 6E 7475 from CCU to IXR the flight was good till it reaches Ranchi before landing we faced gusty weather with heavy rains and winds the pilot was unable to land we touched down the air strip and again fly back then we fly back to CCU then around 11:20 pm the team decides to again reattempt the landing around 12:50 am in Ranchi but again we could not land due to poor visibility.  We again fly back to Kolkata. They provided me a 4 star accommodation along with food and arrange a car for pick up and drop. They have also reschedule the flight for the next day. I want to thank the team.,Economy Class,5,yes,378,3,4,3,3,Solo Leisure,,Kolkata to Ranchi,August 2022,3,1,IndiGo,India
2022-08-16,"""good experience with Indigo""",8,"✅ Trip Verified |  Another good experience with Indigo, on time departure and arrival, clean fresh cabin, cheerful cabin staff, nothing much to complain with a LCC.",Economy Class,4,yes,379,3,4,,,Business,A320,Delhi to Ahmedabad,August 2022,4,,IndiGo,India
2022-08-18,"""they needed to check my credit card""",1,"✅ Trip Verified |  I wasn't happy at all. I am a foreigner and I booked the flight at least two months in advance. In these 2 months I received several unsolicited emails for buying extra services (like many airlines do). To days before my flight, when I was in India, I received an email informing that it was time to proceed with web check-in. I did so, but my web check-in failed with with message saying that I was I the ""watch queue"". I contacted the help desk, which was not very quick, but in the meanwhile I browsed the internet and found out that, since I booked my flight with an international credit card I needed to show the credit card at the check-in. Luckily enough, I brought the credit card with me (it was about to expire, and I have more than one credit card, so I really thought I could leave it at home) otherwise they would have denied boarding.  I have no idea why they needed to check my credit card (they didn't explain), and no idea why they didn't send me any email telling me that I needed to show my credit card. Apart for that,  it is a low cost, and it is worth what it costs. ",Economy Class,1,no,380,3,3,,,Couple Leisure,,Delhi to Mumbai,August 2022,2,,IndiGo,India
2022-09-02,"""seats are just okay""",7,"✅ Trip Verified |  A good experience. Its largest Indian airline and with best On time performance. Boarding was swift, aircraft was clean and fresh. It was a late night flight. Departed before time and reached Mumbai before time too. Cabin crew was courteous ,no IFE option, seats are just okay. Overall good experience",Economy Class,4,yes,381,3,4,,,Solo Leisure,A320Neo,Ahmedabad to Mumbai,August 2022,3,,IndiGo,India
2022-09-07,"""I asked for nearby seats""",1,✅ Trip Verified |  I was travelling with my kid aged 3 year and 11 months. I asked for nearby seats while check in. But the lady at the security check in desk denied telling its peak season and not possible.  Not at all adjustable. ,Economy Class,2,no,382,3,3,2,,Family Leisure,,Bangalore to Kochi,September 2022,4,,IndiGo,India
2022-09-19,"""careless with sensitive luggage""",1,"✅ Trip Verified |  Indigo was utterly careless in handing a sensitive item like infant / baby child restraint system (CRS) and caused damage even after we safely handed it to them at the gate.  The bag is badly torn and the car seat inside scratched when we received it at the destination. The bag which holds the car seat was expensive too and was not a flimsy one which would have gotten easily torn unless it was handled badly. We use the bag for the car seat exclusively for checking the car seat while flying and have been in 6 flights so far without any issues.  It is clear that the seat and bag were subjected to a lot of stress and abrasion and we will forever be doubting the structural integrity of the car seat which is worth over 75k INR due to Indigo's shoddy handling. We made Indigo aware of this issue after we got down and collected the item at VTZ. Without trying to understand the extent of the damage, Indigo's agent blindly offered 500 rupees. We did not accept since just the bag alone costs 10 times that amount. She also tried to push blame on us that the bag was not strong enough to handle air travel. It is appalling that Indigo thinks this is normal handling for a car seat in their business. We left the airport since we disagreed with her 500 rupees offer and did not know what else to do. Agent used our lack of knowledge and did not mention that the correct process is for us file a Property Irregularity Report (PIR) with her and use the PIR to later submit a claim to Indigo later. We later found out that leaving the airport without PIR means that we accepted everything was in good condition and cannot hold Indigo liable anymore. Indigo was careless with sensitive luggage items like a car seat and did not offer a fair resolution even after they were made aware.",Economy Class,2,no,383,2,2,,,Family Leisure,A321-271NX,Ahmedabad to Visakhapatnam,September 2022,1,,IndiGo,India
2022-09-24,"""Flight delayed around 1.5 hrs""",1,"✅ Trip Verified | Flight delayed around 1.5 hrs and when enquired about reasons, ground staff answers very rude in Gate 8. Not a customer caring staff in a service industry that too in airlines. Culture of Indigo reflects in this kind of staff behavior.",Economy Class,2,no,384,2,3,,,Business,,Pune to Chennai,September 2022,1,,IndiGo,India
2022-10-04,"""a horrible experience"" ",1,"Not Verified | I had a horrible experience with Indigo. My flight was from Goa to Kozhikode and had a 5 hour layover in Banglore. We landed in Banglore at 12:00 am and the flight to Kozhikode was not until 5:05 am boarding time. The boarding pass did not show the gate and the tv screens in the airport didnt show the gate until 5:00 am. We got to the gate at 5:15 and they said go to another counter quickly, from there they said quickly follow Indigo employee assuming he is trying to get us on the flight, instead he stamps the tickets and walk us out to the ticket counter. We waited an hour with 50-60 other people who missed their flight. When we got to the counter they said the next flight is not until tomorrow and its and additional 5000 rs for the tickets. Best thing to do is take a ""luxury bus"" to your location if you miss a flight in India. I would advice to never fly this airline, customer service is horrible also.",Economy Class,1,no,385,1,3,,,Solo Leisure,,Goa to Kozhikode,September 2022,1,,IndiGo,India
2022-10-11,"""don't expect them to be friendly""",3,"✅ Trip Verified | This airline is worst than Ryanair. It's not disabled friendly. The bus that transports you to aircraft sits very high. The ramp is extremely steep and the airlines lacks a lot for the handicapped. The airline is low cost which is understandable, but not when it comes to the very basic of comfort. The cabin crew do their job, but don't expect them to be friendly or sympathize with the elderly or disabled.",Economy Class,4,no,386,1,2,,,Business,,Istanbul to Delhi via Bombay,October 2022,2,,IndiGo,India
2022-10-11,"""huge crowds at the check in counters""",1,✅ Trip Verified | Horrible experience. There were huge crowds at the check in counters. We were standing for 35 minutes. Finally when we reached the counter there was some system issues which the counter staff was struggling to resolve. It took more than 10 minutes. Finally system was set right but told your check in time has gone and could not accept the bags. We had to reschedule the flights by paying 10k extra and we reached destination 7 hours late,Economy Class,1,no,387,2,3,,,Family Leisure,,Bengaluru to Bhagdogra,October 2022,1,,IndiGo,India
2022-10-11,"""delayed by half an hour or more in horrible heat""",1,Not Verified | Vododhara to Bangalore. It’s horrible experience that it is so hot and we cannot sit in the aircraft. It’s suffocating and no one is taking any action. They say a few minutes and it’s got delayed by half an hour or more in horrible heat,Economy Class,1,no,388,2,1,,,Family Leisure,,Vododhara to Bangalore,October 2022,2,,IndiGo,India
2022-10-13,"""avoid this airline in the future""",1,"✅ Trip Verified |  It was a horrible experience. We had 2 flights via IndiGo to arrive in Thailand and 2 flights to return, and all flights were delayed. Very small cabins, non-friendly staff, dirty seats, and the plane smelled of food.  I will do my best to avoid this airline in the future. ",Economy Class,1,no,389,1,1,,,Couple Leisure,,Bangkok to Abu Dhabi via Mumbai,September 2022,1,,IndiGo,India
2022-10-20,"""If the cancellation is by Indigo why do I bear such cancellation charges?""",1,"Not Verified |  I had booked a flight from Mumbai to Guwahati and back for Nov 2022. In October 2022 Indigo cancelled the flight and given an option for refund, saying the full amount will be paid to you. After getting assurance that I will get a full refund, I confirmed for cancellation. But later I got an email that part amount will be deducted towards agent booking charges. If the cancellation is by Indigo why do I bear such cancellation charges?",Economy Class,1,no,390,1,1,1,,Family Leisure,,Mumbai to Guwahati,October 2022,1,,IndiGo,India
2022-10-21,"""pre booked meals given priority""",1,"✅ Trip Verified |  I flew Mumbai to Chennai on 21st Oct 2022. The inflight service was very bad. The announcement to buy food and beverages online was made but no crew came and asked if we would like to buy anything. When I called them to ask for a tin of cookies for my son, the 1st time I was told they need to serve pre booked meals 1st and then only they will get back to me, and the 2nd time again I asked while collecting trash and they said give us 5 minutes. So basically only pre booked meals passengers were given priority while those even though willing to buy in the air were not even asked if they wanted water. The crew just moved past my row and I had to call her back to ask for the cookies. If this is the kind of service offered, it's better IndiGo clearly states that only pre booked meals will be given any priority. Why make the false announcements of you may purchase any snacks you wish to. I would rate this kind of service negative. Very very disappointed.",Economy Class,1,no,391,1,1,1,,Family Leisure,,Mumbai to Chennai,October 2022,2,,IndiGo,India
2022-10-23,"""never be flying with them again""",1,"Not Verified |  Airline changed our flight by 3 hours - 3 days before our flight to Male. We were unable to make our connection flight to our much awaited resort holiday we we booked 6 months in advance, the best the airline had to offer was offer a next day flight or a different flight with a longer travel time by more than 6 hours, our stay was cut short by this stupid airline. Will never be flying with them again. Customer service manager utterly useless. All foreigners please stay away from this scam airline - unreliable",Economy Class,1,no,392,1,1,,,Couple Leisure,,Cochin to Male,October 2022,1,,IndiGo,India
2022-10-30,"""scattered from seat no 15 to 31""",3,✅ Trip Verified |  All the paid window and aisle seats are reserved for those who will pay for it. Me and family got scattered from seat no 15 to 31. During boarding they made us a call to run fast towards gates even when we checked in an hour before the departure time.,Economy Class,2,no,393,4,4,3,2,Family Leisure,,Bombay to Delhi,October 2022,2,1,IndiGo,India
2022-11-02,"""management should be truly be ashamed""",1,"✅ Trip Verified |  So, I tried to heed the many warnings that I saw in this airline's terrible reviews regarding their baggage “Scam” policy. I recently had a flight from Mumbai to Maldives, for which the ticket fare was $159 for a one-way ticket. Still a little pricey, but not bad. The only reason why I took this airline was because it was the only airline available that had a direct flight to the Maldives. After booking the ticket, I noticed right away that it said only 20 kilo bag allowance. My initial thought was that it was a low weight for an international flight, but I'm sure I can purchase a bag, just in case. The week of the flight, I spent quite a bit of time looking through the baggage options. One problem is that the website will not allow you to add a bag until 48 hours before the flight, which is incredibly inconvenient when you are traveling. At 48 hours, I started the attempt to add a bag. The website is not user-friendly when it comes to adding bags. When you click on the add bags button, it takes you to another screen which then has two more buttons for add to cart or purchase now. Neither of these buttons work. I tried on Safari, Chrome, and also my mobile. Nada. The day before the flight, I spent well over an hour trying to figure out how to do it. On my mobile, I was able to get a little closer to where it would add excess weight, but only 5 kilos. You click on that button and the screen goes blank. Long story short, I had to spend an enormous amount of time on my holiday trying to add a dang bag. I finally found the loophole. When you go to 6e add-ons (where the add baggage should be but isn't) and just click on anything that is listed. It will take you to the add-on page and then there it is. Add a bag. More confusion sets in, because it says add an additional bag for 1800 rupees (~$22 usd). I thought, perfect! One catch, I didn't see anywhere that says what the additional weight is of that bag like you do on ALL the other airline websites out there. The morning of the flight, I saw my bags were still a little too heavy, so I added an extra 5 kilos, which was $40 for just 5 kilos. Yes, $40 for just 5 kilos. I get to the airport and my two bags were 35 kilos. Guy said that my bags were too heavy. I was so confused. I tried what I could to avoid a nightmare and yet it happened anyway. Come to find out, you are allowed 2 bags of 20 kilos TOTAL. Doesn't say total on the website. So, you have to pay $22 extra for the same exact weight, but for an additional bag! What the ever living. That makes no sense. You pay extra for a bag, but actually get less weight, because the additional bag will also add weight, so you have to pack less items. What a disaster. I ended up having to pay $162 in baggage fees for my $159 flight. How the government allows this, I have no clue. I saw a review where someone mentioned highway robbery. Good description, but more like extortion. I also notice that it tends to happen more to foreigners traveling. You have been warned, DO NOT use this airline. Hopefully one day, a reputable airline like Vistara (which was great) will buy this company out and change things around for the good, because the current management should be truly be ashamed. And if anyone asks about the plane size and baggage weight, it was a normal size plane, probably more to the larger size. There is only one reason for these kinds of prices and it is GREED. BEWARE!",Economy Class,1,no,394,2,2,,,Solo Leisure,,Mumbai to Male,October 2022,1,,IndiGo,India
2022-11-05,"""I had an outstanding experience with this airline""",10,"✅ Trip Verified | I had an outstanding experience with this airline flying three routes from BLR to HYD, then HYD to LKO and then LKO to BOM. All three flights left right on time and arrived early to their destination. Check in was easy at airport and used their app for boarding passes and check in. On board the crews were polite and worked swiftly to serve passengers. I am unsure why all of the negative reviews, this airlines is leagues above any US carrier.",Economy Class,5,yes,395,5,5,5,5,Business,A320,Hyderabad to Lucknow via Mumbai ,November 2022,5,5,IndiGo,India
2022-11-11,"""air hostesses were very polite and accommodating""",10,✅ Trip Verified | The air hostesses were very polite and accommodating. They ensured I had a very comfortable flight. Very pleased with their service and would definitely recommend this airlines.,Economy Class,5,yes,396,5,5,,,Family Leisure,,Delhi to Jaipur,November 2022,5,,IndiGo,India
2022-11-18,"""airline had misplaced my luggage""",1,"✅ Trip Verified |  The airline had misplaced my luggage and after raising the issue at the Airlines baggage claims section, I was provided a contact number and told to call the number the next day and it will be sorted in a day or two. I've been trying to reach them since the past three days but no one answered the calls. I wasn't expecting this kind of attitude from the staffs. I'm giving this review for the pathetic service from the ground staff handling the baggage section",Economy Class,4,yes,397,4,5,,,Solo Leisure,,Imphal to Bangalore,November 2022,1,,IndiGo,India
2022-11-21,"""baggage allowance is 15kg checked-in""",1,✅ Trip Verified |  Think twice before booking connecting flights with Indigo in India. The baggage allowance is 15kg checked-in / 7kg carryon includes personal item. Recently traveled from Amritsar to Delhi. Learnt the hard way. No thought given to Int'l travelers. Inflight not even a glass of water offered to passengers who have not ordered pre-book meal. ,Economy Class,1,no,398,2,1,1,1,Family Leisure,,Amritsar to Delhi,November 2022,1,,IndiGo,India
2022-11-30,"""staff were courteous""",8,"✅ Trip Verified | A LCC so have your expectations low but certainly this LCC is better than many full fledged carriers. On time performance is their main USP, best in India so was my flight, departed and arrived on time. Aircraft was clean and fresh, staff were courteous, seats are ok for 1-2 hr flight. Snacks and beverages on payment or pre-booking.",Economy Class,4,yes,399,3,4,,,Solo Leisure,A320 Neo,Jammu to Ahmedabad,November 2022,4,,IndiGo,India
2022-12-01,"""clean cabin with smiling cabin crew""",8,"✅ Trip Verified | Though a LCC still best airline in India when on time performance is concerned, also clean cabin, ok seats and courteous staff, at any time yes for this airline. Departed on time, arrived the destination before time, what more was needed for a short flight, also clean cabin with smiling cabin crew.",Economy Class,4,yes,400,3,4,,,Solo Leisure,A320Neo,Delhi to Jammu via Srinagar,November 2022,4,,IndiGo,India
2022-12-05,"""they did not let me check in""",1,"✅ Trip Verified |  I repeatedly asked for assistance in checking in. 2 crew with IndiGo uniform pointed me and made me line up for check in counter. After 30 minutes, it was then my turn. Counter said it was local flights only. The international counter to SG was on the other side. Because of them, I was not allowed because the international counter closed 5 minutes before I arrived. I kindly asked for help from the manager. But the manager only did bare minimum. My baggage is only hand carry and immigration forms has been submitted beforehand. Just needed to print boarding pass. It was a connecting flight booked through Kiwi.com. Even after explaining and begging, they did not let me check in. I asked for help in rebooking, but they did not even help in that. I had to waste a lot of money because of their incompetence. Totally not recommended. ",Economy Class,1,no,401,,,,,Solo Leisure,,Bangalore to Singapore,December 2022,1,1,IndiGo,India
2022-12-07,"""No initiative or drive from any staff""",1,"Not Verified |  A disgrace to Indian Civil aviation. In an almost empty airport and when web boarding pass wasn't available, it took the staff 2 hours to let old and young passengers check in their luggage. No initiative or drive from any staff to care for or even ask the elderly waiting in line and clearly uncomfortable or even share any words of comfort. A workforce alien to human emotions and welfare.",Economy Class,1,no,402,2,2,2,2,Solo Leisure,A320,Doha to Cochin,December 2022,1,2,IndiGo,India
2022-12-11,"""they are unable to trace the bag""",3,"Not Verified |  I had a recent travel with Indigo from Dammam to Bangalore via Hyderabad. While transit one of my Hand Bag was missing from Hyderabad, upon asking the same the staff behavior was so bad that they didn’t even apologize for the missing bag and not bothered to answer properly. After waiting for one hour in airport finally they said that they have made a mistake and my bag was still in Hyderabad, they handed over a PIR stating that they will send the bag ASAP, after two days when called there is no proper response and still they are unable to trace the bag. ",Economy Class,1,no,403,1,1,1,1,Business,,Dammam to Bangalore via Hyderabad,December 2022,1,1,IndiGo,India
2022-12-16,"""boarding and departure were on time""",5,✅ Trip Verified |  It's fares were similar to other full service carriers minus the in flight catering. After I was unable to travel on my previous flight to BOM I had to book another flight quickly so I managed to find this flight which came at a modest cost (compared to other carriers) due to the late night departure. The boarding and departure were on time.,Economy Class,3,no,404,3,3,,,Solo Leisure,A320 Neo,Kolkata to Mumbai,December 2022,3,,IndiGo,India
2022-12-17,"""Aircraft was clean and fresh""",7,"✅ Trip Verified |  Their on time performance is best in India and so was my experience, departed on time and reached before time. Boarding experience was ok, T1 at Mumbai is little congested so not proper space to board in proper queue. Aircraft was clean and fresh, cabin crew were courteous. Seats are ok for short flights.",Economy Class,4,yes,405,3,4,,,Solo Leisure,A320Neo,Mumbai to Bangalore,December 2022,4,,IndiGo,India
2022-12-25,"""no complimentary service""",4,✅ Trip Verified |  There are no complimentary service with normal ticket. Everything is chargeable. And the flight charges is high without any inflight service. ,Economy Class,1,no,406,1,1,1,,Solo Leisure,,Rajkot to Mumbai,December 2022,1,,IndiGo,India
2022-12-27,"""Customer service was rude""",1,"✅ Trip Verified |  By far the worst flight experience I have had in my life. Customer service was rude, plane was uncomfortable. This was the last leg of my journey from America to India and I will be sure to never fly Indigo again. At least some of the lower service staff tried to be helpful, but the manager of the Bangalore Indigo crew  was the most unhelpful, rude, entitled person I have ever had the misfortune of meeting. I have never been treated so poorly by someone in the service industry and I hope Indigo realizes that this one person has cost them many customers.",Economy Class,1,no,407,1,1,,,Family Leisure,,Bangalore to Trivandrum,December 2022,1,,IndiGo,India
2022-12-28,"""amateurish personnel and never on time""",1,"My Travel Itinerary: 2 Adults and 2 Kids, Per Pax 23 Kgs*2 Baggage + 7 Kgs Cabin Luggage allowed. & Oct 28 IAD to DOH to HYD (Qatar & Indigo) &; Dec 26 HYD to DOH to IAD (Indigo & Qatar) The journey from IAD to DOH is pretty and happier with their Code Share partner; all the staff at Origin are helpful, courteous, and professional. Nothing special to be highlighted in this gesture. The journey from DOH to HYD, concerns starts with Boarding until Landing. So, let's jump into facts. Boarding: All International Airlines across the globe board senior citizens, passengers on wheelchairs, and parents with kids first. For ""Indigo"" Airlines, this is not the case will ""dump"" people onto the Bus and transport them from Gate to the Aircraft. In-Flight: Seating is congested, just like Auto-Rickshaw. The cabin crew is courteous and helpful. Landing: 30 Minutes late from their scheduled arrival. As a result, we had to spend another 30 Minutes at the HYD Airport for Immigration Officers' shift rotation. Overall DOH-HYD Experience is just a dump yard ride for me in Indigo Airlines. The journey from HYD to DOH, concerns starts with Check-In until the Landing. Nonetheless, this part of the journey is the most ""Interesting"" part of this review, don't miss it. Check-In: I cannot reiterate my Boarding comment mentioned above, but this Indigo airline is adverse in implementing standards of the International Flight code. Reached the Airport 4 hours before departure, Kids in arms and eight bags to check-in (opted porter service), had to stay in line for 1 hour 25 minutes to approach the check-in counter after repeated requests to follow the check-in code. Finally, at the check-in counter, the indigo staff was inclined to charge me 15k INR extra as my three bags had 1 kg extra and other bags had less than 23 kg allowed. Perpetuating their Code-Share Policy is per bag and not Total Baggage Allowance. Another 30 minutes delayed to clean up the mess they created with bags and complete the Check-In process. Boarding: Reached the Boarding gate running upon completion of Immigration and Security clearance. Boarding will start in 30 minutes. (Boarding Feedback is the same as above). The flight missed the departure time by 27 minutes and arrived at DOH 36 minutes late. As a result, complete baggage from the Indigo flight passengers onboard couldn't board into DOH-IAD Flight. We (my family) took a personal oath not to fly ""Indigo"" in our life in their ""International"" sector to avoid amateurish personnel and never on time. We booked a hotel at IAD Airport to wait for the baggage to arrive and travel back home.",Economy Class,1,no,408,1,2,1,,Family Leisure,,Doha to Hyderabad,December 2022,1,,IndiGo,India
2023-01-04,"""Indigo is not an airline fit for international travel""",3,"Not Verified |  Indigo is not an airline fit for international travel. 1) The seats were very very uncomfortable, with very little cushioning. It felt as if one is sitting on a hard bench. 2) No in flight entertainment facility 3) No blankets or cushions available. 4) No alcohol served. 5) Food served is pre-packaged poha, noodles. Anything extra is supposed to be paid for. 6) The ground service was slow and understaffed. They had no clue about how to manage the crowd. 7) The washroom didn't have toilet paper a they ran out of it. Not recommended at all.",Economy Class,2,no,409,1,1,1,,Family Leisure,,New Delhi to Istanbul,December 2022,1,,IndiGo,India
2023-01-05,"""rude and unsupportive staff""",1,"Not Verified |  Worst services from Indigo, rude and unsupportive staff, no helping or support given to passengers. They treat people like travel bags, keep sending from one place to another without proper guidance and no use of customer care services physically or on call. Just a waste of time.",Economy Class,1,no,410,1,1,1,1,Family Leisure,,New Delhi to Ahmedabad ,January 2023,1,1,IndiGo,India
2023-01-10,"""Best to avoid if at all possible""",1,Not Verified |  By far the worst overall flight experience I have had in my life. Customer service was embarrassingly bad and no-one could help or speak English. App was awful and initially took my money without giving me a flight and took IndiGo 2 weeks to refund. The flight I did manage to book was more expensive than the initial one and that was fine with IndiGo. Seats on the plane were very cheap and uncomfortable (never seen that before). Best to avoid if at all possible.,Economy Class,1,no,411,1,1,1,1,Couple Leisure,,Bangkok to Delhi,December 2022,1,1,IndiGo,India
2023-01-16,"""extremely helpful and guided us""",8,✅ Trip Verified |  Our flight was unfortunately cancelled yesterday (Sunday) 15 min prior to boarding. There was a lot of confusion and to how to reach our destination. Ms Dhara at the airline counter in Mumbai was extremely helpful and guided us through. Not only that she was calm and composed but she knew every step of what she was doing and tried her level best to put us on the next flight and gave us instruction with clarity. Mr. Adhil also extended his help since we had to catch our next scheduled flight from international terminal,Economy Class,4,yes,412,4,4,3,3,Family Leisure,,Mumbai to Cochin,January 2023,5,3,IndiGo,India
2023-01-19,"""Another good experience""",8,"✅ Trip Verified |  Another good experience, best Indian LCC. Before time arrival, clean and hygienic cabin. Courteous cabin crew, ok seats for short ride. What more we expect from a LCC, recommended.",Economy Class,4,yes,413,3,4,,,Solo Leisure,A321,Ahmedabad to Bengaluru,January 2023,4,,IndiGo,India
2023-01-21,"""smooth and efficient trip""",8,"✅ Trip Verified |  Very smooth and efficient trip with an on time performance. Please forward appreciation to the friendly and very professional customer service agent Vagneshwari (forgive me if I misspell the name) based at TRZ airport. A very informative customer service minded Check in/gate agent who guided and took her time to get to know the passenger. I travel frequently worldwide and this is not common nowadays, even from the biggest carriers. This was my first Indigo flight, had some difficulties on the app/website paying for the seat due to international card, and the snacks menu onboard could offer more. Will surely choose this carrier from now on if I get the chance due to the great experience!",Economy Class,5,yes,414,4,4,2,,Solo Leisure,ATR72,Tiruchirappalli to Bengaluru,January 2023,5,,IndiGo,India
2023-01-21,"""best LCC in India""",7,"✅ Trip Verified |  No doubt Indigo is best LCC in India, smooth check in, on time sequential boarding and departure. Okay seats, clean hygiene cabin, courteous cabin crew. Another good experience and reason to fly again with them next time.",Economy Class,4,yes,415,3,4,,,Solo Leisure,A320,Delhi to Ahmedabad,January 2023,4,,IndiGo,India
2023-01-22,"""seats were so uncomfortable""",4,"✅ Trip Verified | I flew from BLR to BKK (Bangkok). The Indigo staff at the BLR airport were so rude, goodness knows why. Maybe it was late in the night and they hate their jobs. The flight got delayed by 1.5 hours. The seats were so uncomfortable. They passengers sitting next to me were loud and obnoxious. Most of the people who fly IndiGo are the ones who are looking for the cheapest option. Their behavior and appearance is congruent with their spending.",Economy Class,3,no,416,1,2,1,1,Couple Leisure,,Bengaluru to Bangkok,January 2023,3,1,IndiGo,India
2023-01-23,"""Awesome hospitality""",10,"✅ Trip Verified |  Awesome hospitality by Air hostess, a member of family had a health issue and she really took very good care of her. Overall experience was amazing, loved to fly with indigo",Economy Class,4,yes,417,3,5,1,3,Family Leisure,,Delhi to Pune,January 2023,4,1,IndiGo,India
2023-01-29,"""interactions with passenger can best be classified as rude""",3,"Not Verified |  While it is a very well managed airline, they can do better balance revenue management as a claimed low cost carrier and customer experience. Their staff is in constant search to find ways get a dime even if they are paid dollar extra in purchased services that are not used. Their interactions with passenger can best be classified as rude, their associates can learn compassion and empathy. Can’t wait for Tata affiliated airlines to gain more traction. I try to avoid Indigo even if I had to pay 2-5% more.",Economy Class,2,no,418,3,2,,,Business,,Vadodara to Bengaluru,January 2023,1,,IndiGo,India
2023-02-03,"""The whole service is below par""",3,"✅ Trip Verified | Recently as an international travel booked return flight, continue to experience problems of scheduling and rescheduling by the airline, with no head or tail. Difficult to contact either online or web chat or on the phone to speak to customer service from abroad from abroad. The whole service is below par.",Economy Class,2,no,419,3,4,3,3,Business,,Bangalore to Coimbatore,February 2023,1,3,IndiGo,India
2023-02-08,"""worst customer service""",2,"✅ Trip Verified |  One of the worst customer service airlines. Hospitality completely missing from Arrival Desk ( Caunter no8) My handbag is 3 Kg and my luggage is 17kg, both seen by the Desk operator but she charged me 1100 Inr. I said I will shift things in my handbag so she replied that if in the luggage bag 200grm also extra I will charge the you full amount. Might she has family or work pressure? In the profession of hospitality arrogant speaking with wrong body language is not acceptable. It's money making Airline or lack of trainings",Economy Class,1,no,420,4,5,3,,Business,,Hyderabad to Kolkata,February 2023,1,,IndiGo,India
2023-02-10,"""charges extra for its seat selection""",2,✅ Trip Verified |  Indigo charges extra for its seat selection. And now I don't understand why the flight attendant asked me to change my seat which is lower than what i paid. I left with no choice cause its for an child with 2.5yrs. Its crazy Indigo has to fine tune its reservation system. The family who booked the seats got the seats in 3 different places.,Economy Class,1,no,421,3,1,3,,Business,A320,Hyderabad to Visakhapatnam,October 2022,2,,IndiGo,India
2023-02-18,"""extremely disappointed with Indigo""",1,"✅ Trip Verified | We are extremely disappointed with Indigo Airline services. I was travelling with my family and 2 years old daughter from Ahmedabad to Mumbai in domestic Indigo flight # 6E6794 on 14th Feb 2023. Unfortunately for some reason Indigo flight was delayed AS ALWAYS. The flight was supposed to fly 10:20 PM but it took off by 11:05 PM. Even thought the flight took off so late, the airline must cover up the time gap to reach Mumbai airport on time but in this case they didn't make an effort to do so. We reached extremely late at Mumbai International airport that the check-in counter was closed for my next connecting flight (Cathay Pacific) from Mumbai to Vancouver. Immediately we had to book another flight from Lufthansa and spend CAD 4500. This is extremely disappointing and we would not prefer to travel with Indigo Airlines ever again.",Economy Class,1,no,422,1,1,1,1,Family Leisure,A320,Ahmedabad to Mumbai,February 2023,1,1,IndiGo,India
