date,header,rating,content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,id,Type Of Traveller,Route,Date Flown,Aircraft,Ground Service,Wifi & Connectivity,airline_name,country
2021-12-05,"""Excellent service on board""",10,"✅ Trip Verified | I enjoyed my 18 hour flight from beginning to the end. Excellent service on board. Flight on time. Very comfortable seat. For me best the European airline, first choice for my trips.",Business Class,1,1,1,1,1,yes,2001,Solo Leisure,Istanbul to Cancun,December 2021,Boeing 787,1,1,Turkish Airlines,Turkey
2021-12-06,"""Very disappointing experience""",1,"✅ Trip Verified |  We had to rush and run like crazy just to catch the plane and swear our heart out with my wife being pregnant. When we got to the plane on time, the plane then made an.1 hour and 15 min delay. I would have believed the right thing to do is for them to announce the delay at least on the live board. Ou luggage got damaged and later thrown away as the wheel broke after I believe their intensive drags and smash they done when transporting our luggage in the connecting flight, and one of the luggage was binned as it cannot be used again. I complained and their explanations is worthless because they did not compensate us at least for the damaged luggage. Very disappointing experience. i will not be using them in the future and i advise others not to as well and seek a better airliner for a peace of mind.",Economy Class,1,1,1,1,1,no,2002,Couple Leisure,Tunis to Belgrade via Istanbul,August 2021,,1,1,Turkish Airlines,Turkey
2021-12-10,"""suggest you not to choose Turkish Airlines""",1,"Not Verified | Official website got a lot of bugs and crushed. When you need help or got any problem that decided to write email, they always ask you to call their Turkish headquarter. The help center that close to your region/country often need to wait for a long time and not permission to help you do anything. Turkish headquarter will let your call wait for a long time too. hey changed the date of my flight that cannot meet my transit flight. So I applied for the refund and need to wait forever. They seriously need to hire more people to work on their IT applications and help center. I would suggest you not to choose Turkish Airlines. It wont save your money but waste your life and more money instead.",Economy Class,,,,,1,no,2003,Solo Leisure,Taipei to Paris via Istanbul,December 2021,,,,Turkish Airlines,Turkey
2021-12-11,"""not give me any future flight credit""",8,"✅ Trip Verified |  On December 1st my flight from Istanbul to Miami was delayed nearly 3hours which resulted in me missing a flight from Ft Lauderdale to Bozeman. I arrived at the airport Istanbul close to 3 hours early and after standing in a 45 minute line was redirected to another check-in line. Both were marked International? At check-in in the second line I was informed my PCR test from November 30th was not valid- same day testing was now required. Off I went to a rapid test a couple thousand feet way. 45 minutes later returned with another test and was cleared. I was told to hurry for the flight was close to boarding. Istanbul airport is beautiful but very big, so I had to go through 2 security checkpoints and run for 30 minutes to get to the gate. I arrived gate D17 to find a very long line. It was now about 0110hrs. I was a little confused since we had just went through 2 pretty intense security checks to now see we were going through another one. Security was wand scanning and intensely going through carry on bags etc. Many people were agitated. Shorty after 0200 we began boarding the aircraft. We waited onboard for just over an hour with the pilot apologizing for the delays. Initially he said we'd be 20min late. At about 0315 a passenger became angry over the delay and eventually was removed from the plane. Our flight started taxing at 0400. We did not arrive Miami until about 0900hrs. The inflight wifi would not work so I was delayed in called/contacted my connecting airline until landing. They were very nice about it all, but had no flights going to my destination until the following day. I cleared passport by about 10am and after spending 2 hours found one flight to Bozeman via Delta for $700- which was 2 times more than my missed flight. It also put me in 5 hours later. I contacted Turkish asking for a partial future flight credit and was told to contact customer feedback via online. After 4 messages -back and forth, Turkish Airlines said they would not give me any future flight credit because my ticket did not have the connecting flight attached.",Economy Class,1,1,1,1,1,yes,2004,Solo Leisure,Istanbul to MIami,December 2021,Boeing 777,1,1,Turkish Airlines,Turkey
2021-12-12,"""the worst experience ever""",1,"✅ Trip Verified |  A terrible experience on both ways, on my way to Dubai with family including 3 kids, one of our checked in luggage was opened and the lock totally disrupted. The airline representative informed me to do an online feedback with photos. On our way back, due to weather we landed in another airport in Istanbul and we missed our connection flight to Frankfurt. Till now I could understand that they are not responsible for problem but their management was horrible, total chaos and for more than 6 hours trying to get an answer about our flight back, finally after succeeding in booking seats on next day flight, we were left in airport with no accommodation and we have to book ourselves a room for the night on our expenses. Due to COVID and quarantine restrictions we were not able to get inside and we had to stay outside borders till next flight which was more than 24 hours later, after registration for a complaint officially, regarding luggage they denied any further help as the case was not registered within 7 days which their representative extra did not mention anything about, and for the flight back now 6 weeks and no answer, really the worst experience ever I had with airlines.",Economy Class,1,1,1,,1,no,2005,Family Leisure,Frankfurt to Dubai via Istanbul,November 2021,,1,,Turkish Airlines,Turkey
2021-12-13,"""they declined my wheelchair""",1,"✅ Trip Verified |  I was traveling with a baby with reduced mobility. Therefore, my husband enrolled me in a wheelchair which is clearly written in the ticket. But they declined my wheelchair at the Istanbul Airport. As a result, I was unable to take a flight from Istanbul to JFK. I did not have an international SIM and I was stranded in Istanbul. They declined my request to communicate with my husband even in this scenario. This is an extreme example of cruelty. The customer service was extremely rude and took an opportunity to get money. They were demanding $3000 for a ticket back to Dhaka each which is six times higher than my original ticket price from dhaka to Istanbul to JFK.",Economy Class,1,1,1,1,1,no,2006,Family Leisure,Dhaka to New York via Istanbul,December 2021,,1,1,Turkish Airlines,Turkey
2021-12-13,"""Truly the worst airline experience""",4,"✅ Trip Verified |  Truly the worst airline experience I have ever had, and I fly a lot. The flight departed late and we were tight for our connecting flight (which was another Turkish Airlines flight). Fine, it happens. We informed cabin crew and they reassured us. We exited the plane and there were no staff to guide those of us connecting on where to go. There was a ""Short Connection"" path we could take, but the Turkish Airlines staff member said it wasn't for Paris (he was wrong). We walked around the vast Istanbul airport asking various Turkish Airlines employees for advice and it was unbelievable how rude unwilling to help they were. They literally would walk away from my wife and I saying ""It's not my job, what can I do"" (this happened multiple times). Obviously we missed our connecting flight, and the follow up experience resolving this was equally awful - their employees didn't seem to know where to tell us to go, just pointing in vague directions to walk, constantly pushing the problem off on one of their colleagues. I later witnessed their staff shouting at a lady who required a wheelchair be brought for her. It was shameful. My account only tells a bit of the nightmare experience we had with their airport staff. They are untrained, impolite and unprofessional and I will never fly with them again.",Economy Class,1,1,1,1,1,no,2007,Couple Leisure,Dubai to Paris via Istanbul,December 2021,,1,,Turkish Airlines,Turkey
2021-12-13,"""humiliating customer service""",1,"✅ Trip Verified |  You should never use Turkish Airlines! When I tried to change a ticket name they said it's impossible with the current ticket, and suggested me to get a new ticket, citing that by doing so  I get a full refund. So, out of stupidity I bought another 1200$ ticket (same flight, with the correct name). Now I'm stuck with a ticket with a faulty name and a new ticket, and Turkish Airlines is reluctant to make any refund. Also, they said a flexible ticket but read the small letters - you need to pay a fee, equals to the same fee you get if you didn't pay those extra bucks. If you ever think about choosing Turkish - Beware! Better paying a few extra bucks then ever receiving such a humiliating customer service!",Economy Class,,,,,1,no,2008,Solo Leisure,Panama City to Tel Aviv via Istanbul,December 2021,,,,Turkish Airlines,Turkey
2021-12-14,"""Worst experience of my life""",1,Not Verified | Worst experience of my life. Never felt this unvalued. Flight delayed by 16 hours. Hotel only given for 6 hours which was 1 hr away from the airport and had to apply for a Turkish visa in order to get to the hotel. Spent 50 pounds extra on top of out flight and food for 16 hour delay. People at the airport not helpful what so ever. Turkish Airlines kept giving mixed messages and canceled our flight even when the flight was still going. Rude people with bad cabin crew service. 7 hour flight and the hostess kept turning my light off whenever I called for assistance.,Economy Class,1,1,1,1,1,no,2009,Couple Leisure,,December 2021,,1,1,Turkish Airlines,Turkey
2021-12-14,"""Worst experience""",2,"✅ Trip Verified |  Worst experience, they charged me for changing the date on my ticket, and after that they also cancelled the ticket that they charged me, without telling me anything.",Economy Class,1,1,1,,1,no,2010,Family Leisure,Miami to Chisinau via Istanbul,December 2021,,1,,Turkish Airlines,Turkey
2021-12-15,"""Worst ever travel experience""",2,✅ Trip Verified |  Worst ground customer service. Customer service was very rude. I had 14 hour delay going to Lahore and 24 hour delay on flights to Chicago. Worst ever travel experience. I had to spend 36 hours at the airport. Very bad TK airport customer service.,Economy Class,1,1,1,1,1,no,2011,Solo Leisure,Chicago to Lahore via Istanbul,December 2021,,1,1,Turkish Airlines,Turkey
2021-12-16,"""It's your fault, not our fault""",1,"✅ Trip Verified |  I'm stuck at Istanbul with a few others (est. 27 hours) while writing this review. I was not let to get on board because they did not look for the email contains my travel permit to Vietnam. (Full proof that travelling agency had sent the email). The employee said ""If I let you on board and they return you to Turkey, we will get a penalty of 5000€"". So just to be on the safe side, the traveller bears the loss. To shut us up, one employee said ""Sit there, we will help you!"". We sat there, and they ignored us until they closed the boarding gate. The help was: ""Please go back to transfer zone, find another ticket"".. When we filed a complaint, the shift manager came and point at us: ""It's your fault, not our fault"".  When we asked for a report why they denied our boarding, their reply was: ""It's in the system, it's forbidden to see"". When our travel agency contacted and proved that they sent our travel permits, their reply: ""we don't have it, but you can change to another Kuala Lumpur trip for free"".",Economy Class,1,1,1,1,1,no,2012,Solo Leisure,Helsinki to Kuala Lumpur via Istanbul,December 2021,,1,,Turkish Airlines,Turkey
2021-12-16,"""You can get better for your money""",2,"✅ Trip Verified | Turkish Airlines makes you pay to bring an infant on your lap. If you book the two legs of your flight separately they will charge you for each leg, and they will charge you more than it would’ve cost to just add the infant at the time of booking (not that you would automatically know this, as no other airline that I know does this). Instead of being nice and helpful and leaving a note about this somewhere, they purposely don’t tell you so they can then charge you ridiculous feeds to add your infant after you book your ticket. They are sneaky and try to squeeze the last dollar out of you. I don’t recommend them. You can get better for your money.",Economy Class,1,1,1,1,1,no,2013,Family Leisure,Chicago to Chisinau via Istanbul,December 2021,,1,,Turkish Airlines,Turkey
2021-12-17,"""Worst airline I have flown in 20 years""",1,"✅ Trip Verified |  I can simply describe the whole experience as awful. Worst airline I have flown in 20 years. I am a Platinum Qantas FF and fly 1000s of miles every year. Long haul in business, short haul in economy. Check In - Awful. No Business Class signs, told to just ""push in front"" of a queue of at least 100 people trying to verify documents. Staff ignored requests for help and pretended not hear. Unorganised mess. Rude and aggressive ground staff, which defined the rest of the experience with staff. I was charged over weight of $250 euros. I reweighed what they claimed was 17kg in Manila, it was 10kg. It was a monitor that amazon had delivered ay 9.98kg. Same with my suitcase. If I had an option to walk away and get a refund I would have would have. I flew to Malta on Easyjet and they weighed the same bags and monitors at the weights I had got. I was not the only one being overcharged. MLA to IST - Awful. Lucky I took a few waters from the lounge. Offered a drink, never arrived. Cabin Crew spent whole flight hiding. Again they come across as rude and aggressive. The meal was beef fillet - burnt broccoli and a hamburger (that's what is looked and tasted like). One of the few positives the seats in the new 737 are good. 2 x 2 in business. Lounge Istanbul - Awful. Food was basically cakes. Not enough sitting space. Stocked up on water as expecting another painful leg. IST to MNL - Awful. Maybe I have been spoilt on Qatar A350. Maybe I was already annoyed but what a terrible product. Staff - I had to really bite my lip or I would have been incredibly rude. Just like they are. No menu, no drink offered, just super rude and aggressive staff. Ordering food was a challenge, ordering a drink impossible - would it not have been easier to get the menus, rather than describe the completely wrong products - ""some sort of beef thing"", it was lamb. Ordered a cabernet got a shiraz. Asked for water - nope. The seats -  I thought I was flying BA back 15 years ago. flat beds that go into a point so you can barely get your feet in. Super uncomfortable to sleep on, once offered to make my bed up, never came back. I was too scarred to ask due to the super aggressive rudeness of the staff. Everything was a chore. They huffed and puffed all the way through service. First meal (mezze) was goodish. Second was inedible, and I eat anything. Was never asked everything ok or shown any kind of care at all. I only flew Turkish as it was short lay over. I had flown them before the reverse route, side by side business seats where so much better. in flight chefs were great. I know there are restrictions currently but I flew Qatar not long ago SYD to MAN and what different experience. I flew EasyJet - better than this experience. its not the pandemic it is terrible, rude and aggressive staff - don't work in customer facing roles if you are this horrible. ",Business Class,1,1,1,1,1,no,2014,Business,Malta to Manila via Istanbul,November 2021,Boeing 737Max / A350,1,1,Turkish Airlines,Turkey
2021-12-20,"""irresponsible and not professional""",1,"✅ Trip Verified |  Lost my luggage with my valuable stuff in it. Their staff do not even pick up the phone. You lose your luggage, you are basically on your own. As some of the destination airport personnel told it is very common that luggage gets lost especially when it transfers via Ankara airport. It is frustrating to deal with them. They are irresponsible and not professional.",Economy Class,1,1,1,1,1,no,2015,Couple Leisure,Frankfurt to Tehran via Ankara,December 2021,,1,1,Turkish Airlines,Turkey
2021-12-22,"""This was a horrible experience""",1,"✅ Trip Verified |  My complaint is paying for an Aisle seat and a special meal and receiving non. I ate the food offered to me on both flights because I had no other food on me.  I was placed inside and not on an aisle seat. This is my first time on Turkish Airlines and I am extremely disappointed in the accuracy to charge me for special meals and seats, but not delivering them to your clients. This was a horrible experience. ",Economy Class,1,1,1,1,1,no,2016,Solo Leisure,Singapore to Beirut via Istanbul,December 2021,,1,,Turkish Airlines,Turkey
2021-12-23,"""Never fly Turkish Airlines!""",1,"✅ Trip Verified |  I would never recommend Turkish Airlines for any travel. Their customer care is the worse. I had to change my departure airport and while doing it they failed to change my arrival airport. I called them again to change both departure and arrival airport to IAH, Houston. To change it from JFK to IAH, they asked for a large amount of money ($3700 for route change) which did not make any sense. I decided to cancel my one leg of the flight and get a Qatar Airways flight. When I called them to cancel my return flight, they said it can not be canceled before the first leg of the flight is done. They advised requesting cancellation after the first leg of the flight is done. In that case, you will receive the full amount less the amount used for the first leg, the customer service person said. One thing to note about their customer service is this; they don't have a consistent answer for the same queries each time you call. Different people give different answers. It is a big hassle to talk to their customer service. They will flatly say no to your requests and they don't have a supervisor or a higher authority who can make a decision. They will tell you to email the local sales office. I asked to give the telephone number of the local sales office and her response was this "" Sorry, we don't have a local sales office in the US. You will have to email them. It may take 3 business days before you get a response."" After the first leg of the trip was over, I called customer service to cancel my return flight. They said our system is not updated that your first leg is completed. So give it 24 hours so our system can get updated and you can receive your refund. I called them after 24 hours of the first leg of the flight and the response varied. I called at least 10 times. Each time talked to different customer care personnel. The answer varied from your ticket is non-refundable (their person only said it is a flexible ticket and you can get a full refund after the first leg, and also it says on the ticket that it is refundable), the system not allowing me to process this, call back in 2 hours since our system is stuck. One person said you will receive $541 but when he tried to process it, he said the system is not letting him. Long story short, they managed to take a huge amount of money from me. The total ticket price was $2236. After completion of one leg, as per Turkish Airline customer service, I was supposed to get around ~800-900 US dollars. I have the names of each person I talked to and information received from them. But they kept a chunk of it and refunded only $160. And mind you, this is how they make money! I have never seen poorer customer service anywhere! They don't care about customers as much as they care about money. Never fly Turkish Airlines! Lesson learned.",Economy Class,1,1,,,1,no,2017,Family Leisure,Houston to Beirut via Istanbul,December 2021,,1,,Turkish Airlines,Turkey
2021-12-24,"""Their customer service sucks""",1,"✅ Trip Verified |  Words can't explain the pain they give you. Despite having all of the requisite documents, I wasn't allowed to board as there was some technical issue in there system therefore they were unable to see my ""ok to board"" status. No refunds. 1000 SGD wasted. Can't do anything. Their customer service sucks.",Economy Class,,,,,1,no,2018,Solo Leisure,Faisalabad to Singapore via Istanbul,December 2021,,1,,Turkish Airlines,Turkey
2021-12-26,"""by far the worst experience ever""",3,✅ Trip Verified |  I've traveled the world on many airlines. This was my first time on Turkish Airlines and it was by far the worst experience ever. Customer Service is horrible. Food is horrible. Usually an air hostess is there to assist you and be at your service. Well not on this airline. You have to get up and walk to them if you need anything. I was pressing the call button and No one coming even after 20 mins of repeatedly pressing the button on and off to catch attention from them. This has happened multiple times on all the flights. ,Economy Class,1,1,1,1,1,no,2019,Family Leisure,Miami to Karachi via Istanbul,December 2021,,1,1,Turkish Airlines,Turkey
2021-12-27,"""We have had the worst experience""",1,"✅ Trip Verified |  Very rude ground staff, unprofessional arrogant and have no customer service. We have had the worst experience with the Turkish Airlines ground staff after a lovely holiday. Will never fly with them again, please stay away!",Economy Class,1,1,1,1,1,no,2020,Family Leisure,London to Istanbul,December 2021,,1,1,Turkish Airlines,Turkey
2021-12-27,"""Never again flying this airline""",1,"✅ Trip Verified |  When I arrived in Istanbul, could not find my suitcases at the designated carousel waited over an hour with no luck after an uphill battle trying to find anyone who speaks any other language besides Turkish, one of their crew try to help me find them with no luck. Handed an irregulatory report at the airport and was told to wait 21 days for investigation. Stayed 4 days in Istanbul with no luggage, then I went back to Houston, 21 days passed with no news from the airlines. Finally, after several attempts of contacting them, they send me an email telling me that my luggage was lost and there is nothing they can do and they will not compensate. Tough luck. Never again flying this airline.",Economy Class,1,1,1,1,1,no,2021,Solo Leisure,Houston to Amman via Istanbul,October 2021,Boeing 777,1,1,Turkish Airlines,Turkey
2022-01-01,"""absolutely unhelpful and unkind""",1,"✅ Trip Verified |  It is hands down the worst customer service I’ve been a part of and I’ve traveled internationally a lot. They consistently give you itineraries that are impossible to reach- like you land after your next flight boards. They’ll do this on every flight. So when you go to them for help, you’ll get nothing in return. They had to rebook our flights due to their impossible itinerary then never actually booked our connecting flights causing us to be stranded in Chicago for 48 hours (possibly longer). No one can or will help us get home.  They’re completely incompetent and absolutely unhelpful and unkind. Do not fall for their cheaper prices, it is 100% not worth it.",Economy Class,1,1,1,1,1,no,2022,Family Leisure,Douala to Houston via Istanbul,December 2021,,1,1,Turkish Airlines,Turkey
2022-01-02,"""the worst customer service""",1,"Not Verified | Turkish Airlines are the worst customer service. If you called for any issue and male pickup the phone, you better hang up and dial again. Call until a female with answer, you may received help. Very angry people, no professionalism how to help customer or find a solution. You go to them for help, you’ll get nothing in return.  I have to call 4 times and write many feedbacks just for the flight change. Basic needs you can't have done with Turkish Airlines. Do not fall for their cheaper prices, it is 100% not worth it if you need some changes on your flight or any help! Nothing is improving at all. It's getting worse , this way I decided I am no longer using the Turkish Airlines for any of my travels.",Economy Class,,,,,1,no,2023,Solo Leisure,Dalaman to Chicago via Istanbul,December 2021,,,,Turkish Airlines,Turkey
2022-01-03,"""I would recommend avoiding the airline""",1,"✅ Trip Verified |  This review is about the customer service at Turkish Airlines or the absence of quality customer service. This ticket was bought in the summer of 2021. In August I received a notification that the flight TK1333 from Istanbul to Bremen for 24 December has been canceled. In November I call the airline given it does not fly to Bremen that day to change my flight to Hanover and I rent a rental car to get to Bremen. My partner had the same issue, for him we called a few days before the actual flight to make the changes. Both times the customer service agent tells us the flight is canceled and tells us our options. We go for the free rebooking. On 24 December at the airport, we see at the departure screen that flight TK1333, presumably canceled is operating with 10 minutes delay. It was too late for us to switch. I took a picture of the departure screen. A few days later I email Turkish Airlines customer service highlighting the failure to provide good service, the failure to notify us when the flight got rescheduled or to tell us when we called twice (once for each traveller) that the flight had been rescheduled. This is not my first time dealing with their customer service through the terribly heavy feedback mailing system. The answers are typically unsatisfactory. Generic sentences saying the airline feels sorry (not: apologizes). In the first reply the flight cancellation issue was not addressed at all. The second time the answer was amazing for its uselessness - it showed how little a state-owned and-subsidized airline feels it has to be accountable to its paying customers. Here is what I received: 'We’ve reviewed your feedback forms TK-5751236 and TK-5721899 in our review, we found that the activities and evaluations we carried out following your feedback were in accordance with all rules and procedures. As such, unfortunately we’re unable to take your request any further.' I still do not know what happened, why the error happened, not do I have an apology or any commercial gesture to compensate. I have had a number of such bad experiences with Turkish Airlines customer service - usually it is impossible to get the agent to engage on the topic at hand. Errors are rarely admitted. It feels the customer is doing the airline a favor by flying with them. Feedback is not desired and I very much doubt it is acted on. I would recommend avoiding the airline if you can.",Business Class,1,1,,,1,no,2024,Business,Istanbul to Hanover,December 2021,,1,,Turkish Airlines,Turkey
2022-01-03,Turkish Airlines customer review,1,"✅ Trip Verified | Incredibly disappointed with Turkish Airlines. I travel frequently for work and personal trips (typically go to Europe once a year), and I will never book with Turkish Airlines again! The service was never helpful and it was extremely difficult to get a hold of a customer service rep. I purchased my flight with insurance because I knew covid changes would likely require an update to my return flight. Sure enough, I needed to cancel my return flight and was informed it would cost me $300 to cancel! Absolutely ridiculous! When I finally got a hold of customer service and was able to talk to a person, I was asking for additional details regarding their refund policy and he hung up on me.",Economy Class,1,1,1,1,1,no,2025,Family Leisure,Chicago to Vienna via Istanbul,December 2021,,1,1,Turkish Airlines,Turkey
2022-01-04,"""charged for 2 bags for my father 160$""",1,"Not Verified | Turkish Airlines are a joke these days and so unprofessional. Got charged for 2 bags for my father 160$. Since 2008 I’m customer with them, no problems, but now they lost a lot of customers and for sure I’m one of them. I would never be they are returning customer for sure. ",Economy Class,,,,,1,no,2026,Family Leisure,Chicago to Istanbul,January 2022,,1,,Turkish Airlines,Turkey
2022-01-04,"""makes it difficult for me to get a refund""",1,"✅ Trip Verified |  This airline cancelled my return leg due to Covid restrictions in Manila. Due to lowered capacity of passengers in Manila, they cancelled my return ticket and don't even bother to find a replacement date. The worst is that they tagged the cancellation as 'requested by passenger'. This makes it difficult for me to get a refund.",Economy Class,1,1,,,1,no,2027,Couple Leisure,Manila to Copenhagen via Istanbul,October 2021,,1,,Turkish Airlines,Turkey
2022-01-04,"""Absolutely appalling service""",1,"✅ Trip Verified |  Absolutely appalling service during our recent journey from Istanbul to London. My husband and I were in transit flying from Almaty to London via Istanbul. The Turkish Airlines staff at the gate in Istanbul did not let us on board completely dismissing our proofs of negative test results as outlined on the official UK government website. Instead, the staff imposed their own interpretation of the rules and made us follow those. This has caused us missing our flight, leading us to spend an incredibly stressful time (for over 5 hours) and to incur additional costs. Awful customer service. I would not recommend to use the airline which neglects the official UK government guidelines and requirements in their own interest and profit of the Istanbul airport!",Economy Class,1,1,1,1,1,no,2028,Couple Leisure,Almaty to London via Istanbul,January 2022,,1,1,Turkish Airlines,Turkey
2022-01-05,"""Absolutely do not recommend""",1,"✅ Trip Verified |  Terrible airline. For starters they lost one of my bags and when i call to figure it out, they say they have no clue where it is. i had over 500 dollars worth of things in that bag. Eevery time i call cutomer service, when it gets down to a ""1 minute wait time"" it just says that over and over again. waited 30 minutes for them to pick up whilst i was being told i had a 1 minute wait time and still didnt get a hold of anyone. Absolutely do not recommend.",Economy Class,1,1,1,1,1,no,2029,Solo Leisure,Dallas Ft Worth to Bologna via Istanbul,January 2022,,1,1,Turkish Airlines,Turkey
2022-01-05,"""flight took off at 9pm instead of 6pm""",1,"Not Verified |  I was traveling from Vancouver to Karachi. Transit was at Istanbul Airport. As per the ticket I had 4 hours to catch the connecting flight. What happened actually was the Turkish Airlines flight TK76 (Vancouver Airport) was delayed for 3 hours. The flight took off at 9pm instead of 6pm, due to which I got less time in Istanbul to catch the flight TK708 (45 minutes instead of 4 hours). Turkish Airlines staff at Istanbul were not even apologetic for what they did. They could have provided some kind of help so that I could catch the flight. They compensated my flight from Istanbul to Karachi after 24 hours. I don't know what will happen to baggage. I suggest people not to travel Turkish Airlines, today its me, tomorrow maybe it's you.",Economy Class,1,1,1,1,1,no,2030,Family Leisure,Vancouver to Karachi via Istanbul,January 2022,,1,1,Turkish Airlines,Turkey
2022-01-06,"""Do not buy tickets from Turkish Airlines""",1,"✅ Trip Verified |  Do not buy tickets from Turkish Airlines. I had a ticket on December 25. From Sydney to Istanbul. Unfortunately, on December 23, my two daughters and I learned that we had covid. immediately called THY to cancel my ticket or to change the date. The officer advised me to open the ticket, he informed me that when I create a new ticket, I will only pay a service fee of $15 per person. I got the ticket open. Now when I call for a new ticket, they demand $3500 from me. They said that if I cancel, they can only refund the tax money, $187 per ticket. I paid $2000 per ticket. They are taking $1800 from my money! Also I sent my and my daughter’s Covid test result. I cannot believe. My advice to you is not to buy tickets from Turkish airlines. I'm sorry I got burned.  I just wanted to get another booking without the charge as COVID was out of my control.",Economy Class,,,,,1,no,2031,Family Leisure,Sydney to Istanbul,December 2021,,,,Turkish Airlines,Turkey
2022-01-07,"""gave the seats we paid 250$ extra for to someone else""",1,"Not Verified | Worst Company ever. They gave the seats we paid 250$ extra for to someone else (this for 12 hour flight) and then said that if we weren’t happy, we could come back tomorrow. We tried calling them more than 15 times to change our flight and they would either hang up on us or tell us that they will call us back and never did for a whole week. I’ve never seen that in my entire life",Economy Class,1,1,1,1,1,no,2032,Couple Leisure,Beirut to Miami via Istanbul,January 2022,,1,1,Turkish Airlines,Turkey
2022-01-07,"""overall bad experience""",2,"✅ Trip Verified |  My luggage was lost at Istanbul even with a 7 hour transfer. The seats I paid for I didn't get, so I lost 80£ on that. Before my flight they had a reschedule so online it seemed like I was only going to Istanbul and not further, I called 4-5 times and all times they had issues with their IT systems so they couldn't do anything and could not get a confirmation my trip was OK. I had to literally chance it when I got on. On the flight the crew is uninterested and switched off, one of the cabin attendants fell asleep before take off from Istanbul which made us all chuckle a bit, but still they're there for our safety? Got to Bangkok and my check in was missing, thanks to great help from Bangkok staff I got my suitcase a day later. I tried calling Turkish during my trip to reschedule and it seemed I woke someone up, again uninterested and overall bad experience although I got what I wanted (which was in the ticket price). I might be spoiled flying SQ too much, but Turkish is really bad for customer handling. Will try to avoid.",Economy Class,1,1,1,,1,no,2033,Business,Oslo to Bangkok via Istanbul,December 2021,Boeing 777,1,1,Turkish Airlines,Turkey
2022-01-08,"""the worst experience we have had""",1,"✅ Trip Verified |  Turkish Airlines is the worst Airline. I ever want to try to fly again! They have the worst customer care I ever seen!  We bought our tickets early, our tickets were changed like 10 times, but we agreed to work with them due to Covid19 situation. At the day of traveling they refused us to travel because they said we don't have all requirements we need to travel, one of that was the visa to Uganda! I explained to them I'm Ugandan by birth and we travel every year, we always obtain visas at arrival, they refused not even check to see if it true, they don't have time for that! Instead they went to put our tickets for no call no show because they want to keep all the money for all tickets! We tried to reach costumers relation but every time you talk to someone they are rude. Contradicting them self, the only thing we are asking is to take no call no show so we can pay the difference so we can travel. They refused even when they agree at we are at airport and they refused us to travel. They don't want to take away that no call no show because they want to keep the fare! We had to purchase another full tickets with another airline, we missed spending Christmas with our families due to that and up to now they are still fighting to keep the money. At one point they told us they refused us to fly due to missing documents. I replied ok if that is the case then you agree with us that it wasn't no call no show, then take that no call no show so we can pay the difference, with a few minutes we received reply that we cannot do that because in previous findings email we told you, that you did not fly because youre not at Airport at the time of flying, which implies that person did not even read the findings he/she just assumed, and contradicting the previous email. It is the worst experience we have had.",Economy Class,,,,,1,no,2034,Family Leisure,Chicago to Entebbe via Istanbul,December 2021,,1,,Turkish Airlines,Turkey
2022-01-11,"""I’m extremely disappointed""",1,"Not Verified | Turkish Airlines refused to correct the order of the first and middle name on a ticket and made us purchase another ticket. I’m stunned that a simple mistake and correction will cost me 1,000.00 more to purchase another ticket. I’m disappointed that they didn’t take the high road. Again nothing changed not date, flight nothing except the first first name and middle name got input into the form incorrectly. I’m extremely disappointed with their decision and won’t fly them again.",Economy Class,,,,,1,no,2035,Couple Leisure,Chicago to Athens via Istanbul ,January 2022,,,,Turkish Airlines,Turkey
2022-01-15,"""worst experience with Turkish Airlines""",1,"Not Verified | We have been having the worst experience with Turkish Airlines. We have contacted customer care at least 18 times since January 2. We spoke with many agents that promised to call us back and help us but none of them did a thing.  All of the agents promised to call us back to confirm on the ticket change price that we are trying to get since January 2nd. We never received a call, email or a price. We asked to fly on Jan 18 which is few days away. But due to uncertainty of the booking we cannot enjoy our vocation and do things that we planned with easy mind. It feels like nobody knows our case and nobody cares. As each time we speak with new agent we have to explain things over and over. Like I would imagine that the agent would have some sort of CRM system to have clients history.",Economy Class,,,,,1,no,2036,Solo Leisure,Bahrain to Kiev via Istanbul,January 2022,,,,Turkish Airlines,Turkey
2022-01-18,"""worse than Spirit Airlines""",1,"✅ Trip Verified |  It was my first time traveling with Turkish Airlines. I got to Cameroon on December 24th, my luggage arrived on December 29th. I went back on January 12th, same scenario I still don't have my luggage. There is nobody to assist me. I called their customer service and an agent told me that one of my luggage has arrived, that I could go pick it up. I drove 45 min to the airport to notice that nothing ever arrived. I called them once there, the new agent I spoke to told me that my luggage are still in transit. No compassion, no empathy, no apologies. Why do I have to undergo all this with no explanations on why my luggage are being delayed? I can't ever recommend this airline, it is worse than Spirit Airlines.",Economy Class,1,1,1,1,1,no,2037,Solo Leisure,Dallas to Cameroon via  Istanbul,January 2022,,1,1,Turkish Airlines,Turkey
